asin,sku,quantity,item_price_per_unit,shipping_price,gift_wrap_price,shipment_date,fulfillment_center,amazon_order_id,currency,seller_account,gross_sales
B0D9KFZYG8,FBA79404,1,1397.46,33.9,0.0,2026-09-05T23:14:43+00:00,CJB1,402-2773768-8033149,INR,VIOMI,1397.46
B0DCK7ZH5P,FBA79439,1,2880.51,33.9,0.0,2026-09-05T22:16:53+00:00,CJB1,406-3273978-6803506,INR,VIOMI,2880.51
B0DP2Z5DQ9,FBA79615,1,2541.52,0.0,0.0,2026-09-05T20:59:48+00:00,HYD8,171-1470399-4920361,INR,VIOMI,2541.52
B0DQ8W1RBV,FBK79271,1,1270.34,50.0,0.0,2026-09-05T20:40:41+00:00,BOM5,408-9187503-0249104,INR,VIOMI,1270.34
B07GVGMW59,FBA79260,1,2287.29,0.0,0.0,2026-09-05T18:32:50+00:00,CJB1,407-1412576-5617958,INR,VIOMI,2287.29
B0CDPP45BM,FBA78981,1,3388.98,33.9,0.0,2026-09-05T18:31:52+00:00,DEL4,402-3690800-3869910,INR,VIOMI,3388.98
B0FHVWHQHR,FBA79790,1,592.37,0.0,0.0,2026-09-05T18:31:51+00:00,DEL4,402-9535855-3084333,INR,VIOMI,592.37
B0DNJS23HS,FBA79567,1,5083.9,0.0,0.0,2026-09-05T18:30:02+00:00,BOM5,408-3191121-9181168,INR,VIOMI,5083.9
B0DNJS23HS,FBA79567,1,5083.9,0.0,0.0,2026-09-05T17:51:50+00:00,BOM5,402-5050162-5377948,INR,VIOMI,5083.9
B0GN86G345,FBA79989,1,2117.8,0.0,0.0,2026-09-05T16:47:48+00:00,CJB1,408-5724694-4646729,INR,VIOMI,2117.8
B0DNJS23HS,FBA79567,1,5083.9,0.0,0.0,2026-09-05T15:34:50+00:00,BOM5,405-5773858-7184338,INR,VIOMI,5083.9
B0B4WTHLX5,FBA79574,1,2117.8,0.0,0.0,2026-09-05T14:54:47+00:00,DED4,171-3135940-8381943,INR,VIOMI,2117.8
B0BRCR2QQ7,FBA79576,1,2372.03,33.9,0.0,2026-09-05T14:41:42+00:00,BOM5,402-0542074-5841931,INR,VIOMI,2372.03
B01ISNU3X4,FBA77113,1,1609.32,0.0,0.0,2026-09-05T13:38:43+00:00,BOM5,407-1466498-7127551,INR,VIOMI,1609.32
B0DVC8NYY2,FBA79682,1,1609.32,50.0,0.0,2026-09-05T11:06:49+00:00,BLR7,405-3931205-4841934,INR,VIOMI,1609.32
B0FN4HDM6Z,FBK79791,1,1524.58,33.9,0.0,2026-09-05T09:53:50+00:00,DEL5,405-3333895-9980326,INR,VIOMI,1524.58
B0CDPP45BM,FBA78981,1,0.0,0.0,0.0,2026-09-05T09:21:43+00:00,BLR7,407-7932855-9950726,INR,VIOMI,0.0
B0FN4GQ9HT,FBK79787,1,533.05,0.0,0.0,2026-09-05T06:45:45+00:00,CCX1,171-2067220-8583532,INR,VIOMI,533.05
B0FHVWHQHR,FBA79790,3,592.37,0.0,0.0,2026-09-05T05:45:50+00:00,HYD3,171-3731482-7214727,INR,VIOMI,1777.11
