asin,sku,quantity,item_price_per_unit,shipping_price,gift_wrap_price,shipment_date,fulfillment_center,amazon_order_id,currency,seller_account,gross_sales
B00H2ZDX00,FBA80093,1,8597.46,0.0,0.0,2026-09-05T21:41:41+00:00,BOM7,402-2121057-8652327,INR,CAMBIUMRETAIL,8597.46
B0DJ2XHK2N,FBA79633,1,10163.56,0.0,0.0,2026-09-05T21:08:47+00:00,BLR7,405-0088025-1007559,INR,CAMBIUMRETAIL,10163.56
B0DSBSD26P,FBA79753,1,12282.2,0.0,0.0,2026-09-05T20:38:34+00:00,MAA4,408-8700077-1909915,INR,CAMBIUMRETAIL,12282.2
B00H2ZDX00,FBA80093,1,8597.46,4.03,0.0,2026-09-05T20:11:55+00:00,HYD3,171-3901783-2207524,INR,CAMBIUMRETAIL,8597.46
B00HVBJ6W4,FBS67801,1,8004.24,0.0,0.0,2026-09-05T19:31:49+00:00,CJB1,408-6753514-5085129,INR,CAMBIUMRETAIL,8004.24
B07LDJJ4JP,FBA72564,1,2109.32,8.05,25.42,2026-09-05T19:23:51+00:00,DEL4,406-1938568-2553156,INR,CAMBIUMRETAIL,2109.32
B0D85171BL,FBS79517,1,9316.1,0.0,0.0,2026-09-05T19:18:55+00:00,DEL4,408-6654512-9105129,INR,CAMBIUMRETAIL,9316.1
B00HVBJ6W4,FBS67801,1,8004.24,0.0,0.0,2026-09-05T19:15:46+00:00,BOM7,402-8443432-7624369,INR,CAMBIUMRETAIL,8004.24
B008AXYWHQ,FBS66974,1,9487.28,33.9,0.0,2026-09-05T19:07:44+00:00,PNQ3,171-7437762-2714768,INR,CAMBIUMRETAIL,9487.28
B0FFDM5QJX,FBA79867,1,10674.58,16.1,0.0,2026-09-05T18:32:50+00:00,BLR7,171-9798725-1164309,INR,CAMBIUMRETAIL,10674.58
B0DJ2XHK2N,FBA79633,1,10163.56,16.1,0.0,2026-09-05T18:32:49+00:00,HYD3,402-0809533-3382704,INR,CAMBIUMRETAIL,10163.56
B07MM5MH6F,FBS70827,1,11011.02,16.1,0.0,2026-09-05T18:27:44+00:00,BLR7,402-2050572-2370718,INR,CAMBIUMRETAIL,11011.02
B0CRCWV9DV,FBS79334,1,13553.38,0.0,0.0,2026-09-05T18:23:49+00:00,BLR7,403-0866131-3199559,INR,CAMBIUMRETAIL,13553.38
B008AXYWHQ,FBS66974,1,9487.29,0.0,0.0,2026-09-05T18:09:51+00:00,DEL4,171-6491474-0682730,INR,CAMBIUMRETAIL,9487.29
B0CRCWV9DV,FBS79334,1,13553.39,33.9,0.0,2026-09-05T18:02:46+00:00,DED4,407-6142865-8299510,INR,CAMBIUMRETAIL,13553.39
B0D9573TBX,FBS79558,1,10378.82,16.1,0.0,2026-09-05T17:57:49+00:00,CCX1,407-6135622-0525116,INR,CAMBIUMRETAIL,10378.82
B0DJ2XHK2N,FBA79633,1,10163.56,0.0,0.0,2026-09-05T17:49:47+00:00,BOM7,405-3993793-7483568,INR,CAMBIUMRETAIL,10163.56
B07WGWGMBM,FBA80118,1,0.0,0.0,0.0,2026-09-05T16:57:54+00:00,BLR7,402-2078854-5282727,INR,CAMBIUMRETAIL,0.0
B07CSNG8XL,FBO69595,1,8044.92,16.1,0.0,2026-09-05T16:57:44+00:00,BLR8,404-9544580-5277915,INR,CAMBIUMRETAIL,8044.92
B00AG37H8Y,FBO66963,1,12282.2,16.1,0.0,2026-09-05T16:19:50+00:00,HYD3,403-9948655-5963557,INR,CAMBIUMRETAIL,12282.2
B0FK1995CB,FBA79896,1,20757.63,0.0,0.0,2026-09-05T16:17:54+00:00,BLR8,405-6329013-7451543,INR,CAMBIUMRETAIL,20757.63
B0FFDJNB8T,FBA79869,1,7411.86,16.1,0.0,2026-09-05T16:14:43+00:00,BLR7,406-6397459-8765139,INR,CAMBIUMRETAIL,7411.86
B004D4S7AY,FBS66636,1,11434.75,33.9,0.0,2026-09-05T16:10:49+00:00,BLR7,407-4608556-4783537,INR,CAMBIUMRETAIL,11434.75
B0DKJBJBX6,FBS79628,1,16944.92,0.0,0.0,2026-09-05T15:55:54+00:00,MAA4,405-0255183-3017110,INR,CAMBIUMRETAIL,16944.92
B0FS5QZRYB,FBA79930,1,10163.56,33.9,0.0,2026-09-05T14:40:50+00:00,DEL5,405-0261953-0777139,INR,CAMBIUMRETAIL,10163.56
B0FJ2RND61,FBA79885,1,16943.22,33.9,0.0,2026-09-05T14:25:51+00:00,DEL5,405-2153605-6444354,INR,CAMBIUMRETAIL,16943.22
B00H2ZDX00,FBA80093,1,8597.46,0.0,0.0,2026-09-05T13:51:43+00:00,HYD8,403-2717441-0458747,INR,CAMBIUMRETAIL,8597.46
B0GF715X4M,FBA80042,1,13555.08,0.0,0.0,2026-09-05T13:43:46+00:00,BLR7,171-8038080-0169159,INR,CAMBIUMRETAIL,13555.08
B0GF72VQSX,FBA80041,1,13553.39,0.0,0.0,2026-09-05T13:43:46+00:00,BLR7,171-8038080-0169159,INR,CAMBIUMRETAIL,13553.39
B0BFXL8ZP9,FBS76941,1,11012.71,33.9,0.0,2026-09-05T13:39:50+00:00,MAA4,408-9574040-3256349,INR,CAMBIUMRETAIL,11012.71
B0DT2XZNK5,FBA79799,1,11861.86,66.95,0.0,2026-09-05T13:23:44+00:00,DED4,171-3936913-6841125,INR,CAMBIUMRETAIL,11861.86
B0FCVPBY7Y,FBA79882,1,12283.9,16.1,0.0,2026-09-05T13:01:48+00:00,DEL4,408-8061315-5630736,INR,CAMBIUMRETAIL,12283.9
