ASIN,Qty,Sale,ShippedUnits,ShippedRevenue,CustomerReturns
B0BMFQP2ZZ,87,380034.81,71,0.0,3
B06XCKGLTP,112,232729.98,104,0.0,12
B09Q2ZZGH2,69,203408.56,63,0.0,6
B07Y1C6GDS,57,185923.87,55,0.0,3
B07JHDKXK4,47,139339.8,43,0.0,14
B07JGQ9L5B,207,124654.39,173,0.0,34
B00MMKQOEM,6,100507.62,6,0.0,1
B074SYXZV9,3,100065.24,1,0.0,0
B09JG62KDJ,31,76011.83,26,0.0,8
B07QKWFTK1,4,54335.61,3,0.0,1
B08FW1Q676,12,45746.64,11,0.0,1
B08TYWJHR7,1,45584.75,1,0.0,0
B00KQEXK2A,6,45296.63,3,0.0,3
B07JJ62B1B,19,44566.99,17,0.0,1
B09XKD3H6C,15,44396.6,13,0.0,2
B07K89DNTZ,2,43175.43,1,0.0,0
B09NQBDGT3,4,42322.03,2,0.0,0
B084P1CXFD,4,40677.98,5,0.0,4
B002LLLHDK,2,39648.3,1,0.0,0
B07RL6VG3H,4,35936.45,3,0.0,2
B07N29RF9W,1,33083.9,0,0.0,1
B00SKJGZLG,2,30536.45,1,0.0,0
B0002F7B8W,1,30278.81,1,0.0,0
B09BQQTLC8,38,28449.93,32,0.0,0
B09V12PT9H,11,27500.02,10,0.0,2
B0749GV5L3,1,27163.56,1,0.0,0
B00S5WRW6U,5,25100.0,5,0.0,2
B001EM180O,1,24387.29,1,0.0,0
B01N6448Q4,5,23737.29,2,0.0,1
B0064RVAUC,1,22711.86,1,0.0,0
B09GTMFRGB,5,22237.3,4,0.0,1
B00BL70Y7U,1,22025.42,1,0.0,0
B07JHMWKBF,57,21014.73,39,0.0,2
B07FYQP9ML,1,20556.78,1,0.0,1
B07HDB12FM,2,20372.03,1,0.0,1
B008388XNW,1,19914.41,0,0.0,0
B08CF614NK,5,19593.2,4,0.0,0
B000EEJDJQ,1,17622.88,1,0.0,0
B0B4MYWWKG,1,17507.63,1,0.0,0
B07RM4B5LJ,2,17354.24,1,0.0,0
B00GJW0JGI,1,17148.31,1,0.0,0
B09LCL456X,12,17130.53,9,0.0,3
B0030YAZLC,3,15709.32,2,0.0,0
B09V14JDTF,6,14773.73,6,0.0,3
B0BF9PCGM8,3,14082.21,3,0.0,0
B06Y1XXMYG,2,12971.18,0,0.0,0
B00HVUSRY8,12,12792.36,12,0.0,0
B07G4CCMYL,2,12757.62,0,0.0,1
B09T3JVYQS,1,12442.38,1,0.0,0
B0924G6DJX,6,12101.7,5,0.0,0
B0030YD3IY,2,11823.73,1,0.0,0
B00ZWJ39Q6,1,11016.1,0,0.0,0
B0BF9MN8R2,2,10093.22,2,0.0,1
B00S2Z992A,1,10082.2,0,0.0,0
B0002OOMW6,19,9994.92,16,0.0,0
B09L7ZXKKF,1,9150.84,1,0.0,0
B08874YDB4,1,8473.73,1,0.0,0
B088NFWLZP,4,6739.0,4,0.0,2
B07MZS13BF,1,5921.19,0,0.0,0
B07KYKTRKX,1,5774.58,1,0.0,0
B0002DUS8E,10,5281.38,9,0.0,0
B08M9SK8JT,1,5057.62,1,0.0,0
B07D3N1VVH,1,4984.74,1,0.0,0
B000EEJBDE,9,4094.95,8,0.0,0
B000EEL9G6,8,3780.51,8,0.0,1
B00T8L17N6,7,3550.84,7,0.0,0
B000EENF4U,8,3478.82,8,0.0,0
B00HF9X2SQ,1,2896.61,1,0.0,0
B00JDJ89DE,2,2813.56,0,0.0,0
B018BPG6U8,1,2742.38,1,0.0,0
B00JDIE0AG,2,2524.97,1,0.0,0
B0002F6O0S,1,2477.97,1,0.0,0
B00JDJNZ6K,6,2422.89,3,0.0,0
B0002J6I7S,1,2414.41,1,0.0,0
B003AMV7SO,4,2201.7,4,0.0,0
B09241VBTP,1,2194.92,3,0.0,1
B003B01KV4,2,1751.7,1,0.0,0
B00JDJBDC8,1,1633.9,1,0.0,0
B004WMURHS,1,1506.78,0,0.0,0
B083F7HJMX,2,1167.8,2,0.0,0
B002IJK0HY,3,1164.42,1,0.0,0
B00LM7ZYJC,2,1105.08,2,0.0,0
B001NZB2D0,1,716.95,1,0.0,0
B0002GJ940,1,610.17,1,0.0,0
B0002E1I4Q,1,577.25,1,0.0,0
B00B5LEAFE,1,575.42,1,0.0,0
B06XF3VK6Y,1,527.12,1,0.0,0
B06XF4DM7Z,1,527.12,1,0.0,0
B00YCJJ6WS,1,507.63,0,0.0,0
B06XF3735J,1,419.49,1,0.0,0
B00JDJLOKE,1,414.41,1,0.0,0
B002IJK0H4,1,414.41,0,0.0,0
B0030YGHDM,0,0.0,1,0.0,0
B000P5LVSK,0,0.0,1,0.0,0
B003B0A740,0,0.0,0,0.0,0
B003B03XB4,0,0.0,0,0.0,0
B001D7UYBO,0,0.0,0,0.0,1
B009X3PM08,0,0.0,0,0.0,0
B07BCQ7P7Z,0,0.0,0,0.0,0
B015R0IQGW,0,0.0,0,0.0,1
B017LUP20O,0,0.0,0,0.0,0
B07NBFJRWG,0,0.0,0,0.0,0
B083WMYP8H,0,0.0,0,0.0,0
B07X8Z1BRG,0,0.0,0,0.0,0
B0BFBDT2D2,0,0.0,1,0.0,0
