ASIN,Qty,Sale,ShippedUnits,ShippedRevenue,CustomerReturns
B0BMFQP2ZZ,48,223321.92,44,0.0,4
B06XCKGLTP,91,199737.72,84,0.0,11
B07Y1C6GDS,54,182288.34,51,0.0,12
B084P1CXFD,16,162711.92,16,0.0,2
B09Q2ZZGH2,37,112567.75,38,0.0,3
B07JHDKXK4,37,112560.42,30,0.0,11
B07JGQ9L5B,163,100057.6,163,0.0,31
B09JG62KDJ,33,83542.43,34,0.0,3
B0BFBDT2D2,5,71741.52,5,0.0,0
B07RL6VG3H,6,52367.82,5,0.0,2
B00MMKQOEM,3,51607.62,3,0.0,0
B00BSL5Z1E,2,42303.38,2,0.0,0
B07FYQP9ML,2,39010.16,2,0.0,1
B00J3YYSUW,1,38600.0,1,0.0,0
B09XKD3H6C,12,36508.47,10,0.0,4
B07N28NZYS,1,32626.27,1,0.0,0
B01N6448Q4,6,29949.18,7,0.0,0
B07JJ62B1B,12,29650.85,12,0.0,3
B0015Y8U5W,1,28728.81,0,0.0,0
B07X8Z1BRG,2,27966.1,2,0.0,0
B0749GV5L3,1,27163.56,1,0.0,0
B081S9BCHF,1,25226.27,1,0.0,0
B08CF614NK,6,23715.23,6,0.0,1
B09GTMFRGB,5,21922.04,5,0.0,0
B07HDB12FM,2,21015.26,2,0.0,0
B083WMYP8H,1,20702.54,1,0.0,0
B0BF9MN8R2,4,20464.4,4,0.0,1
B0BF9PCGM8,4,18776.27,4,0.0,0
B09V12PT9H,7,17732.21,8,0.0,1
B07RM4B5LJ,2,17455.94,3,0.0,0
B09BQQTLC8,21,16728.9,23,0.0,1
B08FW1Q676,4,16603.39,3,0.0,4
B00KQEXK2A,2,15879.66,3,0.0,1
B09LCL456X,10,15511.04,8,0.0,3
B00S5WRW6U,3,15452.53,3,0.0,0
B017LUP20O,2,14989.84,2,0.0,0
B000CD3QY2,1,14041.53,1,0.0,0
B07G4CCMYL,2,13794.92,2,0.0,1
B07JHMWKBF,45,13559.93,43,0.0,6
B06Y1XXMYG,2,12971.18,2,0.0,0
B00097BMNI,1,11838.14,1,0.0,0
B088NFWLZP,7,11793.24,8,0.0,1
B0030YGHDM,2,11217.8,2,0.0,0
B009X3PM08,1,9283.05,0,0.0,0
B001D7UYBO,1,9237.29,1,0.0,0
B0002DUS8E,15,8211.9,16,0.0,0
B00HVUSRY8,7,7622.86,7,0.0,0
B09V14JDTF,3,7599.16,4,0.0,0
B09241VBTP,3,6584.76,1,0.0,2
B0002OOMW6,12,6498.3,12,0.0,0
B07MZS13BF,1,5921.19,1,0.0,1
B08M9SK8JT,1,5057.62,1,0.0,0
B0924G6DJX,2,4389.84,2,0.0,3
B07D3MPLFT,1,4100.85,1,0.0,0
B000EEL9G6,7,3256.8,7,0.0,0
B00JDJ89DE,2,3159.32,2,0.0,0
B00T8L17N6,6,2885.6,5,0.0,1
B003B0A740,2,2808.48,2,0.0,0
B00LM7ZYJC,5,2762.7,5,0.0,0
B0002KZDGY,1,1439.83,1,0.0,0
B000EEJBDE,3,1421.17,4,0.0,0
B000R9YLTK,1,1346.92,1,0.0,0
B00IO1NHPM,1,1338.14,1,0.0,0
B00JDIE0AG,1,1278.36,1,0.0,0
B00JDJNZ6K,3,1243.22,3,0.0,0
B003B01KV4,1,863.56,2,0.0,0
B003B0A6ZK,1,761.86,1,0.0,0
B000WIT8BM,1,702.54,1,0.0,0
B003B063G6,1,626.27,1,0.0,0
B00YCJJ6WS,1,594.92,1,0.0,0
B083F7HJMX,1,566.95,1,0.0,0
B003AMV7SO,1,560.17,1,0.0,0
B003B03XB4,1,558.48,2,0.0,0
B06XF4DM7Z,1,527.12,1,0.0,0
B003B01QSG,1,527.12,1,0.0,0
B06XF31654,1,516.1,2,0.0,0
B000EENF4U,1,414.41,0,0.0,1
B000WA8KYG,0,0.0,0,0.0,0
B004TQJ174,0,0.0,1,0.0,0
B00B5LEAFE,0,0.0,0,0.0,0
B00GJW0JGI,0,0.0,0,0.0,0
B00HF9X2SQ,0,0.0,0,0.0,1
B07BBG8L4G,0,0.0,0,0.0,1
B074SYXZV9,0,0.0,0,0.0,0
B07F39CHRZ,0,0.0,0,0.0,0
B00S2Z95RO,0,0.0,0,0.0,0
B018BPG6U8,0,0.0,0,0.0,1
B06XF43R53,0,0.0,0,0.0,0
B00SKJGZLG,0,0.0,0,0.0,1
B07BCN55VP,0,0.0,0,0.0,1
B07BCQ7P7Z,0,0.0,0,0.0,0
B07VXNW64L,0,0.0,1,0.0,0
B08874YDB4,0,0.0,0,0.0,0
B07N29RF9W,0,0.0,0,0.0,0
B07QKWFTK1,0,0.0,0,0.0,0
B09WD1WDL1,0,0.0,1,0.0,0
