ASIN,Qty,Sale,ShippedUnits,ShippedRevenue,CustomerReturns
B0BMFQP2ZZ,41,188364.34,38,0.0,2
B06XCKGLTP,84,184373.28,82,0.0,23
B07Y1C6GDS,50,167644.24,47,0.0,12
B09Q2ZZGH2,48,146033.89,48,0.0,8
B07JHDKXK4,51,143404.86,49,0.0,8
B07JGQ9L5B,181,110286.92,184,0.0,20
B09JG62KDJ,37,89483.1,34,0.0,10
B084P1CXFD,8,81355.97,10,0.0,0
B07RL6VG3H,6,66279.69,4,0.0,3
B081S9BCHF,2,49970.33,2,0.0,0
B09XKD3H6C,14,42593.23,14,0.0,2
B09V12PT9H,18,42254.28,19,0.0,4
B01N6448Q4,8,39932.2,10,0.0,1
B00KQEXK2A,5,39656.8,4,0.0,1
B00J3YYSUW,1,38202.54,1,0.0,0
B07JJ62B1B,16,38169.5,17,0.0,4
B08CF614NK,9,36628.78,10,0.0,3
B000AL47OO,1,35661.02,1,0.0,0
B0749GV5L3,1,28520.13,1,0.0,0
B001EM180O,1,23305.08,1,0.0,0
B017LUP20O,3,22372.89,3,0.0,0
B09GTMFRGB,5,22241.54,5,0.0,1
B00BSL5Z1E,1,21105.08,0,0.0,0
B07HDB12FM,2,20761.01,3,0.0,0
B08FW1Q676,5,20758.46,7,0.0,3
B0002F4WLG,1,20135.59,0,0.0,0
B008388XNW,1,19576.27,1,0.0,0
B00MMKQOEM,1,17202.54,1,0.0,0
B07JHMWKBF,49,16910.24,46,0.0,7
B07LFTTWGR,1,15374.58,1,0.0,0
B09BQQTLC8,19,15220.41,21,0.0,1
B0BFBDT2D2,1,14197.46,1,0.0,1
B000EEJDJQ,1,13559.32,1,0.0,0
B015R0IQGW,2,11862.72,1,0.0,0
B07RM21D8X,1,11634.75,1,0.0,0
B0924G6DJX,5,10974.6,5,0.0,1
B00S2Z992A,1,10833.9,2,0.0,0
B0BF9MN8R2,2,10593.22,3,0.0,0
B09NQBDGT3,1,10576.27,1,0.0,0
B09241VBTP,4,8779.68,4,0.0,0
B09LCL456X,5,7898.3,4,0.0,1
B00075EKDG,2,7593.26,2,0.0,0
B011UDPXK2,1,7300.0,0,0.0,0
B00HVUSRY8,6,6533.88,7,0.0,0
B00S5WRW6U,1,5685.59,0,0.0,0
B00T8L17N6,8,4216.96,6,0.0,1
B0002OOMW6,6,3559.32,6,0.0,0
B00JDJ89DE,2,3159.32,2,0.0,0
B000EEJBDE,6,3005.06,5,0.0,0
B000EENF4U,5,2635.6,4,0.0,0
B000P5LVSK,3,2438.15,3,0.0,0
B00LM7ZYJC,4,2210.16,5,0.0,0
B09C1BQZZV,1,2111.86,1,0.0,0
B000EEL9G6,4,2003.39,3,0.0,0
B00JDJNZ6K,4,1657.64,5,0.0,0
B06XF43R53,3,1411.86,3,0.0,0
B0002DUS16,2,1367.8,2,0.0,0
B003B10CNK,1,1338.14,1,0.0,0
B003AMV7SO,2,1120.34,2,0.0,0
B003B01QSG,2,1054.24,2,0.0,0
B00B5LEAFE,2,1020.32,2,0.0,0
B003AYM8BW,1,914.41,1,0.0,0
B0002E1I64,1,787.29,1,0.0,0
B00YCJJ6WS,1,594.92,1,0.0,0
B083F7HJMX,1,592.37,1,0.0,0
B0002E1I4Q,1,582.75,1,0.0,0
B000UJHE2S,1,579.66,1,0.0,0
B003B03XB4,1,560.17,2,0.0,0
B06XF4DM7Z,1,527.12,1,0.0,0
B00JDJLOKE,1,414.41,1,0.0,0
B0002DUS8E,0,0.0,0,0.0,0
B003B10CKS,0,0.0,1,0.0,0
B002IJK0HY,0,0.0,0,0.0,1
B002IJK0H4,0,0.0,1,0.0,0
B000WIT8BM,0,0.0,0,0.0,0
B00097BMNI,0,0.0,0,0.0,0
B0002GFTIK,0,0.0,1,0.0,0
B0064RVAUC,0,0.0,0,0.0,2
B004WMURHS,0,0.0,0,0.0,1
B074SYXZV9,0,0.0,0,0.0,1
B07BCN55VP,0,0.0,0,0.0,0
B06XDZTH2X,0,0.0,0,0.0,0
B00JDJBDC8,0,0.0,1,0.0,0
B00B5I9GYW,0,0.0,0,0.0,1
B009X3PM08,0,0.0,0,0.0,0
B07F39CHRZ,0,0.0,0,0.0,0
B07G4CCMYL,0,0.0,0,0.0,0
B07N29RF9W,0,0.0,0,0.0,0
B083JJZVW7,0,0.0,0,0.0,0
B07RM4B5LJ,0,0.0,0,0.0,1
B088NFWLZP,0,0.0,0,0.0,2
B09V14JDTF,0,0.0,0,0.0,1
B07QKWFTK1,0,-211.02,1,0.0,0
