ASIN,Qty,Sale,ShippedUnits,ShippedRevenue,CustomerReturns
B07Y1C6GDS,83,260593.25,78,0.0,10
B06XCKGLTP,131,249788.18,110,0.0,10
B09Q2ZZGH2,76,216406.96,65,0.0,7
B0BMFQP2ZZ,43,182932.32,42,0.0,9
B09JG62KDJ,54,127174.32,50,0.0,4
B07JGQ9L5B,190,112866.05,190,0.0,22
B07JHDKXK4,37,108573.93,37,0.0,5
B01N6448Q4,16,74983.04,18,0.0,1
B07JJ62B1B,33,74709.38,30,0.0,4
B0064RVAUC,4,74576.27,0,0.0,0
B001EM180O,3,63556.77,3,0.0,0
B07RM4B5LJ,7,63109.33,5,0.0,0
B0BFBDT2D2,4,56789.84,4,0.0,0
B07NBFJRWG,1,42372.04,1,0.0,0
B08FW1Q676,12,39996.64,12,0.0,2
B001D7UYBO,4,36271.19,4,0.0,0
B0B4MYWWKG,2,35015.26,1,0.0,0
B00MMKQOEM,2,34405.08,2,0.0,0
B08CF614NK,8,33535.58,4,0.0,2
B083JJZVW7,1,33474.58,1,0.0,0
B084P1CXFD,3,31033.05,3,0.0,0
B00YAZHRZM,2,30401.69,2,0.0,0
B009X3PM08,3,29271.2,2,0.0,0
B09XKD3H6C,10,28559.3,9,0.0,2
B07BCN55VP,1,26990.68,1,0.0,0
B07QKWFTK1,2,26049.16,1,0.0,0
B09V12PT9H,11,25822.06,6,0.0,3
B07LFTTWGR,2,22552.92,2,0.0,0
B07JHMWKBF,59,21458.49,67,0.0,3
B09BQQTLC8,30,21355.8,32,0.0,2
B00BSL5Z1E,1,21185.59,0,0.0,0
B07YX6MM9N,1,20773.73,0,0.0,0
B0779JXC7S,1,20516.1,0,0.0,0
B07RL6VG3H,2,18981.36,1,0.0,0
B09V14JDTF,8,18779.68,8,0.0,1
B07F39CHRZ,1,18233.9,1,0.0,0
B0091401EQ,1,18185.59,1,0.0,0
B083WMYP8H,1,18050.85,1,0.0,0
B0924G6DJX,9,16550.82,6,0.0,0
B09GTMFRGB,4,16174.58,4,0.0,1
B0BF9MN8R2,3,15570.34,1,0.0,0
B07GRBHMZ5,1,15253.39,0,0.0,0
B00KQEXK2A,2,14708.48,4,0.0,0
B07G4CCMYL,2,12757.62,4,0.0,1
B09LCL456X,9,12322.89,10,0.0,1
B09T3JVYQS,1,11525.42,1,0.0,0
B00097BMNI,1,11007.62,1,0.0,0
B09241VBTP,5,10254.25,2,0.0,0
B00HVUSRY8,8,8326.28,7,0.0,0
B00X5TXLY0,1,7899.15,1,0.0,0
B0002OOMW6,15,7667.82,17,0.0,3
B017LUP20O,1,7457.63,1,0.0,0
B0002J6I7S,3,6272.04,3,0.0,0
B07MZS13BF,1,5921.19,2,0.0,0
B015R0IQGW,1,5516.16,0,0.0,0
B0002DUS8E,10,5144.06,11,0.0,0
B00S5WRW6U,1,5065.25,1,0.0,0
B07D3N1VVH,1,4754.24,1,0.0,1
B088NFWLZP,2,3369.5,2,0.0,0
B008TNAGP4,1,3321.19,1,0.0,0
B000WA8KYG,1,3304.24,0,0.0,0
B000EENF4U,6,3162.72,5,0.0,0
B00HF9X2SQ,1,2896.61,1,0.0,0
B018BPG6U8,1,2766.1,0,0.0,0
B000EEJBDE,6,2657.65,7,0.0,0
B00JDJNZ6K,6,2401.7,9,0.0,0
B000EEL9G6,5,2156.79,2,0.0,1
B00T8L17N6,4,1904.25,3,0.0,2
B0002U876M,1,1855.93,1,0.0,0
B00YCJJ6WS,3,1610.17,3,0.0,0
B06XF4DM7Z,3,1581.36,2,0.0,0
B083F7HJMX,3,1548.3,2,0.0,0
B00JDJBDC8,1,1534.74,1,0.0,0
B0002E2OSU,1,1480.51,1,0.0,0
B00B5LEAFE,3,1474.57,2,0.0,0
B06XF31654,3,1472.88,2,0.0,0
B00JDJ89DE,1,1406.78,3,0.0,0
B000R9YLTK,1,1277.97,1,0.0,0
B00JDIE0AG,1,1246.61,2,0.0,0
B000FPAZS2,1,1138.98,1,0.0,0
B00LM7ZYJC,2,1105.08,2,0.0,0
B003B0CEVY,2,954.24,2,0.0,0
B000P5LVSK,1,841.53,1,0.0,0
B06XF43R53,2,837.28,1,0.0,0
B003B01KV4,1,820.34,1,0.0,0
B000WIT8BM,1,702.54,0,0.0,0
B003B0A6ZK,1,694.07,0,0.0,0
B0002DUS16,1,585.75,0,0.0,0
B003B063G6,1,566.94,1,0.0,0
B000EEHFY6,1,527.12,1,0.0,0
B003AMV7SO,1,521.19,0,0.0,0
B06XDZTH2X,1,419.5,1,0.0,0
B002IJK0HY,1,388.14,3,0.0,0
B002IJK0H4,1,380.51,3,0.0,0
B0030YD3IY,0,0.0,1,0.0,0
B002LLLHDK,0,0.0,1,0.0,0
B0015Y8U5W,0,0.0,1,0.0,0
B00SKJGZLG,0,0.0,1,0.0,0
B003B03XB4,0,0.0,0,0.0,1
B008388XNW,0,0.0,1,0.0,0
B00B5I9GYW,0,0.0,0,0.0,0
B0030YAZLC,0,0.0,1,0.0,0
B08874YDB4,0,0.0,0,0.0,0
B07N29RF9W,0,0.0,1,0.0,0
B00BL70Y7U,0,0.0,0,0.0,0
B00ZWJ39Q6,0,0.0,1,0.0,0
B07BCN6FFH,0,0.0,0,0.0,0
B06Y1XD9H7,0,0.0,0,0.0,0
B0749GV5L3,0,0.0,0,0.0,0
B07HDB12FM,0,0.0,1,0.0,0
B09NQBDGT3,0,0.0,2,0.0,0
B07X8Z1BRG,0,0.0,0,0.0,1
B07FYQP9ML,0,0.0,0,0.0,0
B07K89DNTZ,0,0.0,1,0.0,1
B09L7ZXKKF,0,0.0,0,0.0,0
B004WMURHS,-1,-1506.78,0,0.0,0
B00S2Z992A,-1,-10082.2,0,0.0,0
B074SYXZV9,-1,-33355.08,1,0.0,0
