date,asin,Spend,adGroupName,ams_orders,campaignId,14 Day Total Units (#),Impressions,raw_sku,adGroupId,14 Day Total Sales (₹),Clicks,campaignName,sku,model,brand,category_l0,category_l1,category_l2
2026-07-01,B0B4DPX2J2,21.35,Condenser Microphones,1,88800319740398,1,6192,B0B4DPX2J2,1530305156531,0.0,14,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-07-02,B0B4DPX2J2,76.34,Condenser Microphones,0,88800319740398,0,5779,B0B4DPX2J2,1530305156531,0.0,12,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-07-03,B0B4DPX2J2,55.53,Condenser Microphones,1,88800319740398,1,6018,B0B4DPX2J2,1530305156531,2244.92,8,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-07-04,B0B4DPX2J2,358.28,Condenser Microphones,1,88800319740398,1,4951,B0B4DPX2J2,1530305156531,0.0,24,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-07-05,B0B4DPX2J2,101.0,Condenser Microphones,0,88800319740398,0,4003,B0B4DPX2J2,1530305156531,0.0,12,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-07-06,B0B4DPX2J2,178.58,Condenser Microphones,1,88800319740398,1,5070,B0B4DPX2J2,1530305156531,2244.92,16,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-07-07,B0B4DPX2J2,300.34,Condenser Microphones,5,88800319740398,5,17144,B0B4DPX2J2,1530305156531,15090.69,43,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-07-08,B0B4DPX2J2,146.82,Condenser Microphones,0,88800319740398,0,12034,B0B4DPX2J2,1530305156531,0.0,26,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-07-09,B0B4DPX2J2,309.4,Condenser Microphones,3,88800319740398,3,17074,B0B4DPX2J2,1530305156531,7553.4,52,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-07-10,B0B4DPX2J2,180.45,Condenser Microphones,1,88800319740398,1,10306,B0B4DPX2J2,1530305156531,2965.25,38,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
