brand,sku,asin,model,category_l1,category_l2,product_name,latest_fob,nlc,dp,mrp,bau_deal_sp,bau_sp_mop,gross_margin,gross_margin_pct,net_margin,net_margin_pct,total_stock,soh,am_soh,am_intransit
Audio Array,FBA78961,B0CBCB9S14,AM-C40,Microphone,Condenser Mic with Boom Arm,AM-C40,24.0,3005.933062964823,2547.4,8999,3499.0,2499.0,417.85,11.94,-1000.34,-28.59,2,0,2,0
Audio Array,FBA79010,B0CH4T2BJD,AM-C42,Microphone,USB Microphone Kit - Boomarm,AM-C42,11.5,1446.109867000588,1225.52,5999,2699.0,2399.0,1061.77,39.34,25.36,0.94,77,32,59,4
Audio Array,FBA79465,B0DFMQCGT1,AM-W21,Microphone,Wireless Lapel Microphone,AM-W21,21.5,2662.9412884605,2256.73,7999,4099.0,3199.0,1217.0,29.69,-211.76,-5.17,23,0,29,0
Audio Array,FBA75678,B0B4G8PH2P,AA-01,Microphone Accessories,Boom Arm Kit,AA-01,9.0,1139.792042322794,965.93,4999,2099.0,2199.0,812.89,38.73,-31.02,-1.48,375,344,44,10
Audio Array,FBA79708,B0FFB6YJM1,SB-01,Speaker,Sound Bar,SB-01,0.0,18.17434021764706,15.4,,,1299.0,-15.4,0.0,-182.86,0.0,2029,1681,429,170
Audio Array,FBA79840,B0FQBWV1ST,AH-60 RD,Headphone,DJ Headphone,AH-60 RD,8.0,1070.740670994,907.41,3499,1999.0,1999.0,786.66,39.35,-24.72,-1.24,493,450,67,15
Audio Array,FBA78925,B0CBC7QMNV,AM-C11X,Microphone,XLR Dynamic Mic,AM-C11X,17.0,2115.384304635,1792.7,7599,3699.0,3649.0,1342.05,36.28,-23.9,-0.65,135,116,22,0
Audio Array,FBA79903,B0FR5DLXH9,AA-25M,Microphone Accessories,Lapel Mic Holder,AA-25M,2.3,290.376410879647,246.08,1799,799.0,849.0,431.04,53.95,143.03,17.9,19,0,31,0
Audio Array,FBA76730,B0BLKB6FRR,AM-C27,Microphone,Wired Dynamic Mic,AM-C27,6.27,784.9296427499999,665.19,3299,1499.0,1399.0,605.14,40.37,54.63,3.64,8,4,5,0
Audio Array,FBA79064,B0CJR76Y7G,AA-25,Microphone Accessories,Lapel Mic Holder,AA-25,2.5,314.6776895371765,266.68,1799,799.0,799.0,410.44,51.37,121.49,15.21,619,565,64,0
Audio Array,FBA75683,B0B4G94VP3,AA-03,Microphone Accessories,Pop Filter,AA-03,1.3,165.6675423487059,140.4,1499,479.0,499.0,265.54,55.44,53.32,11.13,741,177,84,15
Audio Array,FBA79820,B0FQJWWDVK,AC-3XL,Microphone Accessories,3m XLR to 6.35m Cable,AC-3XL,1.0,129.5017374388235,109.75,749,399.0,449.0,228.39,57.24,42.27,10.59,782,727,60,49
Audio Array,FBA78206,B0C4YSV3XL,AM-W15,Microphone,Wireless Mic with Charging Case,AM-W15,92.0,11387.19770743129,9650.17,34999,14990.0,5990.0,3053.22,20.37,-2182.95,-14.56,8,6,2,0
Audio Array,FBA75686,B0B4G89VQJ,AM-W10,Microphone,Wireless Lavalier Microphone,AM-W10,38.5,4768.286566957941,4040.92,20999,5999.0,3899.0,1042.98,17.39,-1086.21,-18.11,493,7,6,0
Audio Array,FBA79833,B0FJ8PZ9H7,PB-04 (AI-04 Red + AM-C44 x 2),Bundles,PB-04,PB-04 (AI-04 Red + AM-C44 x 2),60.0,7496.173882614706,6352.69,"₹ 24,499.00",13499.0,13399.0,5087.14,37.69,443.73,3.29,24,10,32,4
Audio Array,FBA79447,B0DFMLXD9S,AM-W34,Microphone,Wireless UHF Microphone,AM-W34,18.1,2261.133046587494,1916.21,7499,3799.0,3549.0,1303.28,34.31,-106.33,-2.8,184,162,22,2
Audio Array,FBA79909,B0FVM17Q4W,AM-W20,Microphone,Wireless Lapel Microphone,AM-W20,16.6,2055.79883477647,1742.2,,,2199.0,-1742.2,0.0,-2016.67,0.0,22,0,31,15
Audio Array,FBA75691,B0B4G5JG4P,AM-W14,Microphone,Wireless UHF Microphone,AM-W14,25.0,3118.609942524,2642.89,12999,6999.0,6499.0,3288.47,46.98,1006.26,14.38,283,189,131,9
Audio Array,FBA76742,B0BLKBJ5HN,AM-K1,Microphone,Instrument Microphone - Drum Kit,AM-K1,55.11,6845.41309997647,5801.2,19999,9499.0,,2248.8,23.67,-1123.55,-11.83,21,11,4,0
Audio Array,FBA79832,B0FJ8S53GW,GB-05 (AM-C43 + AI-06),Bundles,GB-05,GB-05 (AM-C43 + AI-06),32.5,4084.519610105999,3461.46,"₹ 13,299.00",5999.0,5899.0,1622.44,27.05,-467.04,-7.79,28,9,21,0
Audio Array,FBA76721,B0BLKB55BM,AM-C18,Microphone,Vlogging Kit,AM-C18,20.5,2552.185044725294,2162.87,7799,2699.0,2399.0,124.42,4.61,-903.48,-33.47,1,1,0,0
Audio Array,FBA79846,B0FN7C25VS,AM-C11X Pro,Bundles,AM-C11X Pro,AM-C11X Pro,19.0,2420.395684663791,2051.18,"₹ 7,999.00",4499.0,4199.0,1761.53,39.15,225.18,5.01,29,19,29,0
Audio Array,FBA79444,B0DFMLQBMC,AM-W20,Microphone,Wireless Lapel Microphone,AM-W20,16.6,2059.658104482,1745.47,7499,3099.0,2199.0,880.8,28.42,-219.69,-7.09,115,108,24,0
Audio Array,FBA76716,B0BLK8DNPD,AM-C13,Microphone,WiredLavalier Microphone,AM-C13,0.0,1.474901883,1.25,2299,749.0,,633.5,84.58,362.85,48.44,32,23,9,0
Audio Array,FBA79848,-,AM-S2,Speaker,Studio Monitor Speaker,AM-S2,27.45,,3014.01,0,6999.0,,2917.35,41.68,957.63,13.68,1,1,0,0
Audio Array,FBK79009,B0FLYHJ6DK,AM-C41,Microphone,USB Microphone Kit - Tripod,AM-C41,8.0,1000.522399506353,847.9,,,1649.0,-847.9,0.0,-1054.94,0.0,16,0,66,8
Audio Array,FBA76728,B0BLNCP74M,AM-C25,Microphone,USB Microphone Kit - Boomarm,AM-C25,16.3,2039.204203566353,1728.14,6699,2799.0,2199.0,643.89,23.0,-468.96,-16.75,0,0,0,0
Audio Array,FBA78424,B0C55MY66L,AM-C37,Microphone,USB/XLR Dynamic Mic,AM-C37,24.0,2979.201165916235,2524.75,9399,4199.0,3799.0,1033.73,24.62,-508.33,-12.11,2,2,0,0
Audio Array,FBK79010,B0FLYJFC22,AM-C42,Microphone,USB Microphone Kit - Boomarm,AM-C42,11.5,1445.487380198471,1224.99,,,2399.0,-1224.99,0.0,-1505.63,0.0,23,0,58,4
Audio Array,FBA78204,B0C4YT43Z3,AM-C31,Microphone,USB Microphone Kit - Tripod,AM-C31,30.0,3727.421015558823,3158.83,10999,3999.0,2199.0,230.15,5.76,-1255.76,-31.4,0,0,0,0
Audio Array,FBA76722,B0BLKDC4PP,AM-C19,Microphone,USB Microphone Kit - Tripod,AM-C19,12.52,1563.421410139765,1324.93,5199,1649.0,,72.52,4.4,-582.27,-35.31,0,0,0,0
Audio Array,FBA78986,B0CF5WXWFH,AB-01,Bundles,Bundles,AB-01,32.5,4051.48004523794,3433.46,13999,5999.0,,1650.44,27.51,-426.4,-7.11,0,0,0,0
Audio Array,FBA79722,B0F2HYY7JF,AM-W21,Microphone,Wireless Lapel Microphone,AM-W21,21.5,2662.873921287,2256.67,,,3199.0,-2256.67,0.0,-2537.7,0.0,30,20,28,6
Audio Array,FBA78205,B0C539RBGL,AM-C32,Microphone,RGB USB Microphone Kit - Tripod,AM-C32,20.5,2544.717604781647,2156.54,7499,3299.0,,639.22,19.38,-556.08,-16.86,4,4,3,0
Audio Array,FBA78203,B0C4YTNJG7,AM-C30,Microphone,RGB USB Microphone Kit - Tripod,AM-C30,25.0,3111.006392724706,2636.45,8999,3299.0,2149.0,159.32,4.83,-1081.28,-32.78,11,8,4,1
Audio Array,FBA76744,B0BLK7VQ2N,AM-K3,Microphone,Instrument Microphone - Drum Kit,AM-K3,76.8,9551.442713531558,8094.44,29999,12499.0,,2497.93,19.99,-1848.91,-14.79,0,0,0,0
Audio Array,FBK79708,B0FJS7JZ4V,SB-01,Speaker,Sound Bar,SB-01,0.0,18.12371717647059,15.36,,,1299.0,-15.36,0.0,-182.81,0.0,12,0,355,0
Audio Array,FBA77011,B0BPMN89NG,AM-C29,Microphone,USB Microphone Kit - Tripod,AM-C29,27.5,3414.17159161147,2893.37,9999,4499.0,,919.35,20.43,-681.51,-15.15,6,5,1,0
Audio Array,FBA76743,B0BLK8PXNY,AM-K2,Microphone,Instrument Microphone - Drum Kit,AM-K2,66.2,8229.452083994118,6974.11,24999,10499.0,,1923.35,18.32,-1752.73,-16.69,2,2,0,0
Audio Array,FBA79070,B0CLH7G5WH,AI-02 2x2| Metallic Red,Audio Interface,Audio Interface,AI-02 2x2| Metallic Red,31.0,3570.613367033779,3025.94,12499,6499.0,,2481.68,38.19,308.31,4.74,6,6,0,0
Audio Array,FBA78420,B0C5957W3P,AM-C33,Microphone,WiredLavalier Microphone,AM-C33,3.85,477.8323595332941,404.94,1599,499.0,,17.94,3.59,-165.57,-33.18,72,66,9,0
Audio Array,FBA79814,-,AH-50 Ear Cushion,Headphone Accessories,Headphone Accessories,AH-50 Ear Cushion,0.45,,47.18,799,499.0,,375.7,75.29,235.98,47.29,1,1,0,0
Audio Array,FBA75682,B0B4FVV78V,AM-C8,Microphone,USB Microphone Kit - Tripod,AM-C8,26.5,3293.406626595882,2791.02,9999,4999.0,,1445.42,28.91,-285.77,-5.72,1,1,0,0
Audio Array,FBA75685,B0B4FXDHXW,AM-C9,Microphone,USB Microphone Kit - Tripod,AM-C9,26.0,3227.327438637176,2735.02,9999,4499.0,,1077.69,23.95,-508.22,-11.3,1,1,0,0
Audio Array,FBA78425,B0C55QXL83,AM-C38,Microphone,Condenser Shotgun Mic,AM-C38,10.32,1282.432998610588,1086.81,4399,1999.0,,607.26,30.38,-123.05,-6.16,8,8,0,0
Audio Array,FBA76726,B0BLKD4815,AM-C23,Microphone,USB Microphone Kit - Tripod,AM-C23,13.02,1624.69579356,1376.86,5799,2399.0,,656.19,27.35,-213.51,-8.9,4,4,0,0
Audio Array,FBA76739,B0BLRK37TB,AA-12,Microphone Accessories,Boom Arm,AA-12,11.67,1468.000523087206,1244.07,5399,2699.0,,1043.22,38.65,97.06,3.6,5,4,0,0
Audio Array,FBA79014,B0CH4WFQF6,AI-09,Pro Audio Tools,DI box,AI-09,28.8,3320.082371925,2813.63,14299,5499.0,,1846.54,33.58,-26.79,-0.49,3,3,0,0
Audio Array,FBA76718,B0BLKD8FVG,AM-C15,Microphone,WiredLavalier Microphone,AM-C15,11.11,1376.222572435765,1166.29,5399,1999.0,,527.78,26.4,-210.04,-10.51,3,3,0,0
Audio Array,FBA76734,B0BLKHVCDX,AA-07,Microphone Accessories,Boom Arm,AA-07,8.0,1027.085731245265,870.41,4699,2199.0,,993.15,45.16,217.26,9.88,2,2,0,0
Audio Array,FBA78419,B0C55M2GBN,AM-A1,Microphone Accessories,Mic Activator,AM-A1,14.5,1795.722492265412,1521.8,5999,2199.0,,341.76,15.54,-485.62,-22.08,3,3,0,0
Audio Array,FBA78972,B0CF5T89FT,AA-18,Microphone Accessories,Boom Arm,AA-18,13.0,1637.898056555294,1388.05,7399,3699.0,,1746.7,47.22,506.94,13.7,0,0,0,0
Audio Array,FBA78423,B0C598Q6PT,AM-C36,Microphone,WiredLavalier Microphone,AM-C36,3.52,437.0037695332941,370.34,1999,699.0,,222.03,31.76,-38.2,-5.47,52,43,10,0
Audio Array,FBA76715,B0BLK31PYH,AM-C12,Microphone,WiredLavalier Microphone,AM-C12,4.25,527.8771485815295,447.35,2999,899.0,,314.51,34.98,2.01,0.22,1,1,0,0
Audio Array,FBA78971,B0CF5TDLFH,AA-17,Microphone Accessories,Boom Arm,AA-17,13.0,1634.150195772353,1384.87,7399,3299.0,,1410.89,42.77,278.44,8.44,0,0,0,0
Audio Array,FBA76735,B0BLKGPL4X,AA-08,Microphone Accessories,Sound Isolation Shield,AA-08,12.2,1547.548171353529,1311.48,5699,2399.0,,721.57,30.08,-151.95,-6.33,1,1,0,0
Audio Array,FBA76732,B0BLKCB2JY,AI-01,Audio Interface,Audio Interface,AI-01,23.02,2659.846981275,2254.11,8399,,,-2254.11,0.0,-2534.9,0.0,1,1,0,0
Audio Array,FBA76720,B0BLKCWZQD,AM-C17,Microphone,WiredLavalier Microphone,AM-C17,2.9,360.2669659094117,305.31,1699,425.0,,54.86,12.91,-133.34,-31.37,1,0,4,0
Audio Array,FBA76725,B0BLKCSJ7Z,AM-C22,Microphone,USB Microphone Kit - Tripod,AM-C22,6.5,810.3324673045588,686.72,5299,1499.0,,583.62,38.93,31.07,2.07,2,2,0,0
Audio Array,FBA78422,B0C598MNMC,AM-C35,Microphone,WiredLavalier Microphone,AM-C35,2.82,350.397669533294,296.95,1799,599.0,,210.68,35.17,-14.14,-2.36,5,5,0,0
Audio Array,FBA79013,B0CH4TDGPG,AI-08,Pro Audio Tools,Line Mixer,AI-08,11.3,1304.2152252,1105.27,5599,2599.0,,1097.28,42.22,197.22,7.59,1,1,0,0
Audio Array,FBA79012,B0CH4THGGM,AI-07,Pro Audio Tools,Headphone Splitter,AI-07,11.3,1303.786986850059,1104.9,5599,2599.0,,1097.64,42.23,197.62,7.6,0,0,0,0
Audio Array,FBA78421,B0C594FZLM,AM-C34,Microphone,WiredLavalier Microphone,AM-C34,2.02,251.4316563889412,213.08,1599,379.0,,108.11,28.52,-61.49,-16.22,2,2,0,0
Audio Array,FBA76727,B0BLKCDRNB,AM-C24,Microphone,USB Microphone Kit - Tripod,AM-C24,12.9,1606.200693374912,1361.19,5399,2399.0,1599.0,671.86,28.01,-196.35,-8.18,0,0,0,0
Audio Array,FBA76737,B0C59G1C4N,AA-10,Microphone Accessories,Boom Arm,AA-10,17.5,2193.326428641618,1858.75,7399,3199.0,,852.27,26.64,-296.92,-9.28,3,2,0,0
Audio Array,FBA76717,B0BLK6P24G,AM-C14,Microphone,Condenser Shotgun Mic,AM-C14,7.62,951.2161931011765,806.12,3599,1699.0,,633.72,37.3,13.9,0.82,0,0,0,0
Audio Array,FBA76738,B0BLRGCNRG,AA-11,Microphone Accessories,Boom Arm,AA-11,10.79,1354.344335955,1147.75,4999,2499.0,,970.05,38.82,88.98,3.56,0,0,0,0
Audio Array,FBA76729,B0BLNDQ757,AM-C26,Microphone,USB Microphone Kit - Boomarm,AM-C26,14.7,1842.224640598588,1561.21,6499,2149.0,,259.98,12.1,-562.12,-26.16,1,1,0,0
Audio Array,FBA77010,B0BPMBMN3S,AI-04 Black,Audio Interface,4 Channel Audio Interface,AI-04 Black,20.2,2331.412944454588,1975.77,9999,3999.0,,1413.21,35.34,38.98,0.97,0,0,0,0
Audio Array,FBAM75673,B0DFTVZPM8,AM-C1,Microphone,Condenser Mic with Boom Arm,AM-C1,11.0,1389.194215759059,1177.28,,,2699.0,-1177.28,0.0,-1361.42,0.0,0,0,2010,0
Audio Array,FBA76719,B0BLKCXQRT,AM-C16,Microphone,WiredLavalier Microphone,AM-C16,2.22,276.1638695332941,234.04,1299,449.0,,146.47,32.62,-40.16,-8.94,0,0,0,0
Audio Array,FBA76724,B0BLNC5D8L,AM-C21,Microphone,USB Microphone Kit - Tripod,AM-C21,11.43,1420.308232272265,1203.65,5199,2499.0,,914.15,36.58,32.8,1.31,0,0,0,0
Audio Array,FBA76733,B0BLKCJXZR,AI-02,Audio Interface,4 Channel Audio Interface,AI-02,31.0,3570.718898309558,3026.03,12499,6999.0,,2905.32,41.51,591.95,8.46,0,0,0,0
Audio Array,FBA76736,B0BLS63XCL,AA-09,Microphone Accessories,Boom Arm,AA-09,14.6,1824.421337568,1546.12,6399,2999.0,,995.41,33.19,-63.27,-2.11,3,2,0,0
Audio Array,FBA76740,B0BLRKFBBP,AA-13,Microphone Accessories,Boom Arm,AA-13,8.98,1143.267224891559,968.87,3999,2099.0,,809.94,38.59,57.76,2.75,0,0,0,0
Audio Array,FBA76741,B0BLS2HJ68,AA-14,Microphone Accessories,Boom Arm,AA-14,9.86,1257.509990044588,1065.69,4299,2299.0,,882.62,38.39,60.3,2.62,1,1,0,0
Audio Array,FBA78207,B0C53CQV5Z,AA-15,Microphone Accessories,Boom Arm,AA-15,15.0,1899.413253889412,1609.67,9999,3999.0,,1779.31,44.49,429.64,10.74,0,0,0,0
Audio Array,FBA78970,B0CF5T1LFR,AA-16,Microphone Accessories,Boom Arm,AA-16,16.2,,1698.57,8999,4499.0,,2114.14,46.99,854.42,18.99,0,0,0,0
Audio Array,FBA78977,B0CF5TVDRT,AA-23,Microphone Accessories,Accessories,AA-23,25.5,,2673.68,12999,6499.0,,2833.95,43.61,1014.23,15.61,0,0,0,0
Audio Array,FBA78978,B0CF5PCL34,AA-24,Microphone Accessories,Accessories,AA-24,29.0,,3040.65,14999,6499.0,,2466.98,37.96,647.26,9.96,0,0,0,0
Audio Array,FBA79004,B0CF9BY345,AI-05,Audio Interface,5 Channel Audio Interface,AI-05,40.0,4612.951208147294,3909.28,19999,9999.0,,4564.45,45.65,1322.69,13.23,0,0,0,0
Audio Array,FBA79180,B0CPXVV5XN,AB-02 (AI-04 Red + AM-C2),Bundles,Bundles,AB-02 (AI-04 Red + AM-C2),0.0,,0.0,18998,0.0,,0.0,0.0,0.0,0.0,0,0,0,0
Audio Array,FBA79181,B0CPXXJM6C,AB-03 (AM-C11+ AI-04 + AA-05),Bundles,Bundles,AB-03 (AM-C11+ AI-04 + AA-05),0.0,,0.0,22997,0.0,,0.0,0.0,0.0,0.0,0,0,0,0
Audio Array,FBA79182,B0CPXXYY6H,AB-04 (2xAM-C2 + AI-04 Red),Bundles,Bundles,AB-04 (2xAM-C2 + AI-04 Red),0.0,,0.0,27997,0.0,,0.0,0.0,0.0,0.0,0,0,0,0
Audio Array,FBA79183,B0CPXWXCBS,AB-05 (2xAM-C11+AI-04Red+2xAA-05),Bundles,Bundles,AB-05 (2xAM-C11+AI-04Red+2xAA-05),0.0,,0.0,35995,0.0,,0.0,0.0,0.0,0.0,0,0,0,0
Audio Array,FBA79842,B0G4DNF8RZ,AM-C48,Microphone,RGB Dynamic Mic with Boom Arm,AM-C48,15.0,,1572.75,5999,3499.0,,1392.5,39.8,412.78,11.8,293,203,116,11
Audio Array,FBA79821,B0FJ2JJZL3,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",Bundles,UB-01,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",79.15,10160.39734454663,8610.51,"₹ 32,299.00",18499.0,19499.0,7066.61,38.2,980.06,5.3,22,0,27,10
Audio Array,FBA79822,B0FJ2J6MTF,KB-01 (AM-W32 + AI-12),Bundles,KB-01,KB-01 (AM-W32 + AI-12),21.8,2759.851582098353,2338.86,"₹ 8,999.00",4999.0,4799.0,1897.58,37.96,45.08,0.9,33,6,34,2
Audio Array,FBA79823,B0FJ2HZCVN,PB-01 (AM-C11 + AI-04),Bundles,PB-01,PB-01 (AM-C11 + AI-04),41.0,5147.538856328648,4362.32,"₹ 16,499.00",8999.0,9099.0,3263.95,36.27,67.43,0.75,17,0,17,5
Audio Array,FBA79824,B0FJ2K95XT,GB-01 (AM-C43 +AI-10),Bundles,GB-01,GB-01 (AM-C43 +AI-10),21.5,2717.929601002588,2303.33,"₹ 8,799.00",4999.0,5599.0,1933.11,38.67,232.96,4.66,22,5,23,2
Audio Array,FBA79826,B0FJ2LQT7K,PB-02 (AI-04 Red + AM-C11 + AA-05),Bundles,PB-02,PB-02 (AI-04 Red + AM-C11 + AA-05),43.0,5388.75635667353,4566.74,"₹ 17,499.00",9999.0,9749.0,3906.99,39.07,593.17,5.93,24,2,25,0
Audio Array,FBA79830,B0FJ8TSQK1,GB-03 (AI-12 + AM-C43),Bundles,GB-03,GB-03 (AI-12 + AM-C43),15.2,1948.367788583823,1651.16,"₹ 6,299.00",3519.0,3799.0,1331.04,37.82,106.85,3.04,152,15,88,65
Audio Array,FBA79831,B0FJ8W5Y9Q,GB-04 (AM-C45 + AI-06),Bundles,GB-04,GB-04 (AM-C45 + AI-06),38.0,4765.902621249176,4038.9,"₹ 15,499.00",7999.0,6799.0,2739.91,34.25,35.92,0.45,23,12,19,0
Audio Array,FBA79834,B0FJ8T4WXM,PB-05 (AA-05 + AM-C11 + AI-04),Bundles,PB-05,PB-05 (AA-05 + AM-C11 + AI-04),43.0,5387.80660070294,4565.94,"₹ 17,499.00",9999.0,9799.0,3907.79,39.08,594.05,5.94,18,2,18,5
Audio Array,FBA79835,B0FJ8TWCQZ,PB-06 (AA-05 + AM-C44 + AI-04),Bundles,PB-06,PB-06 (AA-05 + AM-C44 + AI-04),41.0,5139.363829992353,4355.39,"₹ 16,499.00",9499.0,9799.0,3694.61,38.89,540.74,5.69,21,5,23,0
Audio Array,FBA79836,B0FJ8Z1W81,PB-07 (AA-05 + AM-C45 + AI-04),Bundles,PB-07,PB-07 (AA-05 + AM-C45 + AI-04),35.5,4460.533864787647,3780.11,"₹ 14,299.00",7999.0,8499.0,2998.7,37.49,319.14,3.99,27,9,24,5
Audio Array,FBA79837,B0FJ8V2LZM,AI-06 + AM-C45,Bundles,Bundles,AI-06 + AM-C45,38.0,,3984.3,"₹ 15,699.00",7499.0,,2370.78,31.61,271.06,3.61,0,0,0,0
Audio Array,FBA79845,B0FN7B3KWS,UB-02 (AM-S1 + AA-21),Bundles,UB-02,UB-02 (AM-S1 + AA-21),45.65000000000001,5959.966707277941,5050.82,"₹ 18,999.00",12499.0,11799.0,5541.55,44.34,1472.19,11.78,40,14,33,21
Audio Array,FBA79847,B0FN7FYZM3,PB-09 (AM-C45 + AI-06 + AA-05),Bundles,PB-09,PB-09 (AM-C45 + AI-06 + AA-05),40.0,5014.719442977882,4249.76,"₹ 16,999.00",7699.0,7499.0,2274.81,29.55,-365.08,-4.74,24,15,18,0
Audio Array,FBA79904,B0FTVQQVDC,PB-10 (AM-C2+AI-04+AH-60-BL),Bundles,PB-10,PB-10 (AM-C2+AI-04+AH-60-BL),41.5,5320.070245048763,4508.53,17999,11999.0,9999.0,5660.11,47.17,1784.7,14.87,106,10,122,77
Audio Array,FBA79905,B0FTVSH458,PB-11 (AM-C44+AA-05+AH-45-BK),Bundles,PB-11,PB-11 (AM-C44+AA-05+AH-45-BK),27.5,3469.183837276235,2939.99,12999,7999.0,6799.0,3838.83,47.99,1238.57,15.48,8,1,7,0
Audio Array,FBA79906,B0FTVVLNS9,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),Bundles,PB-12,PB-12 (AM-C11+AA-05+AI-04+AH-60-RD),51.0,6427.447811127528,5446.99,20999,12999.0,11749.0,5569.11,42.84,1326.62,10.21,27,6,24,12
Audio Array,FBA79907,B0FTVS34SD,PB-13 (AM-C43+AH-40-SL+AI-11),Bundles,PB-13,PB-13 (AM-C43+AH-40-SL+AI-11),20.0,2484.344194080882,2105.38,8999,4999.0,5099.0,2131.06,42.63,459.6,9.19,33,0,27,0
Audio Array,FBA79908,B0FTVV1QJY,PB-14 (AM-C43+AH-40-SL+AI-12),Bundles,PB-14,PB-14 (AM-C43+AH-40-SL+AI-12),18.7,2377.509507303882,2014.84,7999,4499.0,4899.0,1797.87,39.96,264.95,5.89,29,11,20,21
Audio Array,FBA79389,B0D3M13T6H,AWB-01,Bundles,Bundles,AWB-01,41.0,,4298.85,19999,8299.0,,2734.2,32.95,410.48,4.95,0,0,0,0
Audio Array,FBA79956,-,A3-XLR,Microphone Accessories,Accessories,A3-XLR,1.5,,157.28,999,599.0,,350.35,58.49,206.59,34.49,1,1,0,0
Audio Array,FBA79957,B0G3Q517Y2,AM-W23,Microphone,Wireless Lapel Microphone,AM-W23,12.01,,1259.25,5499,2999.0,3510.0,1282.28,42.76,442.56,14.76,298,237,126,0
Audio Array,FBA79958,B0G3Q59X8C,AM-W24,Microphone,Wireless Lapel Microphone,AM-W24,6.94,,727.66,2999,1899.0,1999.0,881.66,46.43,349.94,18.43,291,221,84,0
Audio Array,FBA79959,B0G39ZHDYP,AM-W47 Wired,Voice Amplifier,Wired Voice Amplifier,AM-W47 Wired,3.86,481.915822592647,408.4,2999,1499.0,1499.0,861.94,57.5,293.66,19.59,2362,206,178,54
Audio Array,FBA79960,B0G3B152FR,AM-W47 Wireless,Voice Amplifier,Wireless Voice Amplifier,AM-W47 Wireless,7.06,877.8294225926471,743.92,3999,2199.0,2199.0,1119.64,50.92,323.69,14.72,1508,0,28,0
Audio Array,FBA79961,B0G53H49BS,AI-13,Mixers,4 channels Mixer,AI-13,13.06,,1272.37,5499,2899.0,2999.0,1184.41,40.86,372.69,12.86,2621,380,815,223
Audio Array,FBA79962,B0G53LZNY3,AM-Mix4 OTG,Mixers,4 channels mixer with OTG,AM-Mix4 OTG,25.09,,2444.39,7999,5499.0,5899.0,2215.78,40.29,676.06,12.29,581,95,148,90
Audio Array,FBA79963,B0G53CB72D,AM-Mix8,Mixers,8 channels Mixer,AM-Mix8,99.96,,9738.6,29999,20999.0,22499.0,8057.16,38.37,2177.44,10.37,2,0,3,0
Audio Array,FBA79964,B0G53KWRWH,AM-Pro12,Mixers,12 channels Mixer,AM-Pro12,108.63,12495.58183231544,10589.48,34999,24999.0,24999.0,10596.12,42.39,2596.75,10.39,1,0,2,0
Audio Array,FBA79965,B0G53PRM34,AM-Mix6,Mixers,6 channels mixer,AM-Mix6,38.76,,3776.19,14999,8499.0,9499.0,3426.35,40.31,1046.63,12.31,172,49,18,4
Audio Array,FBA79966,B0G53KWRVW,AM-Mix10,Mixers,10 channels mixer,AM-Mix10,47.94,,4670.55,18999,11999.0,11999.0,5498.09,45.82,2138.37,17.82,125,4,38,7
Nexlev,FBA78980,B0CDPMX152,GS-02,Home & Kitchen,Fabric Care,Nexlev Garment Steamer - Swift,9.45,1259.863340251765,1067.68,4999,2399.0,2171.94,965.37,40.24,14.87,0.62,2016,1536,515,512
Nexlev,FBA78981,B0CDPP45BM,SC-01,Home & Kitchen,Cleaning & Vacumming,Nexlev Steam Cleaner,13.4,1785.858091272,1513.44,9999,3999.0,3814.94,1875.54,46.9,393.96,9.85,3160,415,1118,1051
Nexlev,FBA78994,B0CDQ98FDM,NP-01,Home & Kitchen,Travel Accessories,Neck Pillow with Memory Foam and Striped Texture,2.95,412.44241932,349.53,1499,699.0,581.94,316.19,45.23,-57.47,-8.22,359,359,0,0
Nexlev,FBA78995,B0CDQ55W2M,NP-02,Home & Kitchen,Travel Accessories,Neck Pillow with Memory Foam (Dark Grey),2.95,417.7687104,354.04,1999,699.0,698.54,311.67,44.59,-94.41,-13.51,638,564,6,0
Nexlev,FBA78996,B0CDQ6G4TC,NP-03,Home & Kitchen,Travel Accessories,Neck Pillow with Memory Foam (Grey),2.95,412.87845528,349.9,1499,699.0,651.9,315.82,45.18,-56.87,-8.14,606,603,0,0
Nexlev,FBA78997,B0CDQ5Y3YB,NP-04,Home & Kitchen,Travel Accessories,Neck Pillow with Memory Foam (Blue),2.95,412.43655708,349.52,1499,1199.0,0.0,792.38,66.09,248.73,20.74,0,0,0,0
Nexlev,FBA78998,B0CDQ5NBH8,NP-05,Home & Kitchen,Travel Accessories,Neck Pillow with Memory Foam (Pink),3.925,557.5435244549999,472.49,1999,1199.0,0.0,669.41,55.83,114.15,9.52,43,43,0,0
Nexlev,FBA79229,B0CQX9ZZMH,GS-04,Home & Kitchen,Fabric Care,Nexlev Garment Steamer with Touch Screen Breeze,11.38,1511.237201601177,1280.71,5999,2199.0,2330.94,582.85,26.51,-358.76,-16.31,47,46,4,0
Nexlev,FBA79375,B0D2P6KF4N,ET-03-BL_NE,HPC,Oral Care,ET-03-BL_NE Nexlev Smart Smile Electric Toothbrush Skyblue,1.48,192.7051100470588,163.31,699,299.0,316.94,90.08,30.13,-109.5,-36.62,0,0,0,0
