ASIN,Qty,Sale,ShippedUnits,ShippedRevenue,CustomerReturns
B0BMFQP2ZZ,50,223197.42,63,0.0,1
B084P1CXFD,19,195787.32,18,0.0,2
B09Q2ZZGH2,56,166898.27,66,0.0,7
B07JHDKXK4,48,140806.74,48,0.0,7
B07Y1C6GDS,41,136119.56,47,0.0,5
B06XCKGLTP,60,124697.64,72,0.0,8
B07JGQ9L5B,175,106896.28,180,0.0,23
B09JG62KDJ,40,97765.32,45,0.0,7
B0064RVAUC,4,82838.14,5,0.0,0
B08CF614NK,15,62502.53,15,0.0,2
B07CX617K6,1,55974.58,0,0.0,0
B01N6448Q4,11,52913.55,13,0.0,0
B07RL6VG3H,6,52242.37,6,0.0,1
B07G4CCMYL,8,50983.04,3,0.0,0
B07QKWFTK1,4,49794.92,4,0.0,1
B08TYGP1CJ,1,45584.75,1,0.0,0
B07FYQP9ML,2,40894.92,2,0.0,0
B09XKD3H6C,13,38664.42,14,0.0,2
B07RM4B5LJ,4,35823.74,3,0.0,0
B07N29RF9W,1,33100.0,0,0.0,0
B09GTMFRGB,8,31925.44,8,0.0,1
B07N28NZYS,1,31523.73,1,0.0,0
B0749GV5L3,1,28011.02,1,0.0,0
B07JJ62B1B,11,27024.58,14,0.0,0
B07BCN55VP,1,25885.59,0,0.0,1
B00KQEXK2A,3,22220.34,4,0.0,1
B07JHMWKBF,70,22105.03,68,0.0,1
B09LCL456X,13,20268.63,8,0.0,2
B088NFWLZP,13,19819.54,13,0.0,1
B07BCQ7P7Z,1,18899.15,0,0.0,0
B08FW1Q676,5,18793.34,5,0.0,5
B009X3PM08,2,18642.38,1,0.0,0
B000RVX1Q2,1,18403.39,1,0.0,0
B08M9SK8JT,4,18322.04,4,0.0,0
B00MMKQOEM,1,17619.49,1,0.0,0
B09BQQTLC8,22,17239.01,20,0.0,0
B09V12PT9H,6,15244.92,7,0.0,0
B0BFBDT2D2,1,14788.14,1,0.0,0
B07XF8Z2CQ,1,13983.05,1,0.0,0
B0002E4Y2E,1,13538.14,0,0.0,0
B000CD3QY2,1,13134.74,1,0.0,0
B0BF9PCGM8,3,13006.78,4,0.0,1
B00ZWJ39Q6,1,11299.15,1,0.0,0
B07BBG8L4G,1,11050.0,0,0.0,0
B07HDB12FM,1,10932.2,1,0.0,0
B0924G6DJX,5,10898.32,4,0.0,0
B0BF9MN8R2,2,10224.58,2,0.0,0
B00S2Z992A,1,10168.64,1,0.0,0
B08D7SWGG5,1,7610.0,2,0.0,1
B0030YAZLC,1,6987.29,1,0.0,0
B09241VBTP,3,6277.98,3,0.0,1
B07KYKTRKX,1,6206.78,0,0.0,0
B00HVUSRY8,5,5354.23,5,0.0,1
B0030YD3IY,1,5321.19,0,0.0,0
B0002OOMW6,9,5183.04,5,0.0,0
B00S5WRW6U,1,5170.34,1,0.0,0
B09V14JDTF,2,4939.83,2,0.0,1
B00186L65S,2,4482.21,1,0.0,0
B00T8L17N6,8,4107.64,6,0.0,0
B000EENF4U,8,3866.09,8,0.0,1
B06Y1XD9H7,1,3769.49,1,0.0,1
B000WA8KYG,1,3304.24,1,0.0,0
B00JDJBDC8,2,3267.8,0,0.0,0
B018BPG6U8,1,2742.37,0,0.0,0
B0002DUS8E,4,2250.86,2,0.0,0
B00JDJNZ6K,5,2072.03,5,0.0,0
B000EEJBDE,4,1983.05,4,0.0,1
B000EEL9G6,4,1967.78,5,0.0,0
B00JDJ89DE,1,1579.66,3,0.0,1
B00IO1NHPM,1,1452.54,1,0.0,0
B0002E2OSU,1,1383.05,0,0.0,0
B00JDIE0AG,1,1278.36,0,0.0,0
B003B01QSG,2,983.9,3,0.0,0
B06XF43R53,2,883.06,3,0.0,0
B000WIT8BM,1,661.02,1,0.0,0
B0002GJ940,1,610.17,0,0.0,0
B0002DUS16,1,580.51,1,0.0,0
B000UJHE2S,1,579.66,1,0.0,0
B003AMV7SO,1,575.42,1,0.0,0
B003B03XB4,1,560.16,1,0.0,0
B002IJK0H4,1,554.24,0,0.0,0
B06XF3VK6Y,1,527.12,1,0.0,0
B06XF31654,1,431.36,2,0.0,0
B002IJK0HY,1,388.14,1,0.0,0
B0002DUS8Y,0,0.0,0,0.0,0
B0002F4WLG,0,0.0,1,0.0,0
B0002J6I7S,0,0.0,1,0.0,1
B00S2Z9BTQ,0,0.0,1,0.0,0
B0091401EQ,0,0.0,0,0.0,0
B00OB47PF4,0,0.0,0,0.0,0
B000RW5PXI,0,0.0,0,0.0,1
B00075EKDG,0,0.0,0,0.0,0
B07MZS13BF,0,0.0,0,0.0,0
B089VXMQ48,0,0.0,0,0.0,1
B00EGHMOZC,0,0.0,0,0.0,1
B07BCN6FFH,0,0.0,0,0.0,0
B017LUP20O,0,0.0,0,0.0,0
B015R0IQGW,0,0.0,0,0.0,0
B06XF3735J,0,0.0,0,0.0,0
B06XDZTH2X,0,0.0,0,0.0,0
B08TYWJHR7,0,0.0,0,0.0,1
B09KZJTW73,0,0.0,1,0.0,0
B081S9BCHF,0,0.0,1,0.0,0
B08874YDB4,0,0.0,0,0.0,1
B09NQBDGT3,0,0.0,0,0.0,2
B0B4MYWWKG,0,0.0,0,0.0,0
B0030YGHDM,-1,-5160.17,0,0.0,0
B00J3YYSUW,-1,-38600.85,0,0.0,0
