ASIN,Qty,Sale,ShippedUnits,ShippedRevenue,CustomerReturns
B06XCKGLTP,76,166813.92,105,0.0,20
B0BMFQP2ZZ,35,163237.2,53,0.0,5
B07Y1C6GDS,40,135254.4,49,0.0,17
B09Q2ZZGH2,43,131016.94,58,0.0,9
B07JHDKXK4,34,97747.36,41,0.0,5
B07JGQ9L5B,153,92700.55,187,0.0,32
B09JG62KDJ,23,55460.16,30,0.0,6
B07JJ62B1B,18,42940.67,20,0.0,8
B001EM180O,2,42372.88,2,0.0,0
B09V12PT9H,16,37745.8,21,0.0,2
B083JJZVW7,1,32440.68,1,0.0,0
B08CF614NK,7,32060.16,11,0.0,0
B084P1CXFD,3,30508.48,1,0.0,0
B09XKD3H6C,10,30423.73,12,0.0,4
B081S9BCHF,1,25055.08,1,0.0,0
B07JHMWKBF,66,21633.21,76,0.0,7
B07RM4B5LJ,2,20350.85,5,0.0,1
B07RL6VG3H,2,20189.83,5,0.0,0
B008388XNW,1,19576.27,1,0.0,0
B09GTMFRGB,4,17793.23,4,0.0,0
B00IJDXYGC,1,17770.34,1,0.0,0
B00LJV8Y0W,1,16290.68,1,0.0,0
B0BF9MN8R2,3,15889.83,3,0.0,0
B0BFBDT2D2,1,14788.14,1,0.0,0
B000CD3QY2,1,13863.56,1,0.0,0
B08PJRGZ98,1,12528.81,1,0.0,0
B08FW1Q676,3,12455.08,3,0.0,3
B00HVUSRY8,11,11978.78,10,0.0,3
B09V14JDTF,5,11923.74,5,0.0,6
B00097BMNI,1,11484.75,1,0.0,1
B00S2Z992A,1,10833.9,0,0.0,0
B09NQBDGT3,1,10576.27,1,0.0,0
B07HDB12FM,1,10380.51,0,0.0,0
B01N6448Q4,2,9983.06,1,0.0,1
B00KQEXK2A,1,8288.14,2,0.0,0
B00B5I9GYW,1,8135.59,1,0.0,0
B017LUP20O,1,7457.62,1,0.0,0
B09BQQTLC8,9,7169.49,7,0.0,3
B07KYKTRKX,1,6975.42,1,0.0,0
B07G4CCMYL,1,6812.71,1,0.0,2
B06Y25Y2LK,1,5033.8,1,0.0,1
B0002DUS8E,9,4950.0,9,0.0,1
B09LCL456X,3,4738.98,7,0.0,3
B0002GFTIK,2,3438.98,1,0.0,0
B00JDJ89DE,2,3159.32,2,0.0,0
B0002OOMW6,5,2966.1,7,0.0,0
B0002J6I7S,1,2283.9,1,0.0,0
B000EEJBDE,4,2003.4,4,0.0,0
B00OB48L48,1,1909.32,1,0.0,0
B003B01KV4,2,1828.82,3,0.0,0
B00JDJNZ6K,4,1657.63,2,0.0,0
B004WMURHS,1,1636.44,1,0.0,0
B00JDJBDC8,1,1633.9,0,0.0,1
B00JDIE0AG,1,1501.69,1,0.0,0
B003B10CKS,1,1278.81,0,0.0,0
B00LM7ZYJC,2,1105.08,1,0.0,0
B00T8L17N6,2,1094.06,5,0.0,0
B003B01QSG,2,1054.24,2,0.0,0
B000EENF4U,2,1054.24,4,0.0,0
B003B063G6,1,638.14,1,0.0,0
B083F7HJMX,1,592.38,2,0.0,1
B0002DUS16,1,585.75,2,0.0,0
B003B03XB4,1,560.17,0,0.0,0
B06XF4DM7Z,1,527.12,2,0.0,0
B00B5LEAFE,1,510.17,2,0.0,0
B003B0CEVY,1,503.39,1,0.0,0
B06XF43R53,1,482.2,2,0.0,0
B06XDZTH2X,1,419.5,1,0.0,0
B00JDJLOKE,1,414.41,1,0.0,0
B0002E3L0K,0,0.0,0,0.0,0
B003AMV7SO,0,0.0,1,0.0,0
B002IJK0HY,0,0.0,0,0.0,0
B0002E3L00,0,0.0,0,0.0,0
B0002U876M,0,0.0,0,0.0,0
B00BSL5Z1E,0,0.0,1,0.0,0
B0064RVAUC,0,0.0,4,0.0,0
B0091401EQ,0,0.0,0,0.0,1
B009X3PM08,0,0.0,1,0.0,0
B003B0A6ZK,0,0.0,1,0.0,0
B0030YD3IY,0,0.0,0,0.0,1
B0030YAZLC,0,0.0,0,0.0,1
B000EEL9G6,0,0.0,3,0.0,0
B002IJK0H4,0,0.0,0,0.0,0
B001D7UYBO,0,0.0,0,0.0,0
B000WIT8BM,0,0.0,1,0.0,0
B000WA8KYG,0,0.0,1,0.0,0
B015R0IQGW,0,0.0,1,0.0,0
B00X5TXLY0,0,0.0,0,0.0,1
B00S5WRW6U,0,0.0,0,0.0,1
B00SKJGZLG,0,0.0,0,0.0,1
B00YCJJ6WS,0,0.0,1,0.0,0
B07GRBHMZ5,0,0.0,1,0.0,0
B07F39CHRZ,0,0.0,0,0.0,1
B0779JXC7S,0,0.0,1,0.0,0
B074SYXZV9,0,0.0,0,0.0,1
B06XF31654,0,0.0,1,0.0,0
B07FYQP9ML,0,0.0,0,0.0,0
B018BPG6U8,0,0.0,1,0.0,0
B08874YDB4,0,0.0,0,0.0,0
B088NFWLZP,0,0.0,0,0.0,1
B07QKWFTK1,0,0.0,0,0.0,1
B07YX6MM9N,0,0.0,0,0.0,0
B09241VBTP,0,0.0,3,0.0,0
B0924G6DJX,0,0.0,4,0.0,0
B0B4MYWWKG,0,0.0,1,0.0,0
B06Y1XXMYG,-1,-6485.59,0,0.0,0
