ASIN,Qty,Sale,ShippedUnits,ShippedRevenue,CustomerReturns
B07Y1C6GDS,40,135254.4,40,0.0,10
B09Q2ZZGH2,41,124737.31,40,0.0,7
B07JHDKXK4,36,109800.0,40,0.0,6
B07JGQ9L5B,149,90844.71,143,0.0,34
B06XCKGLTP,37,80669.64,35,0.0,10
B084P1CXFD,6,68639.01,7,0.0,1
B09JG62KDJ,25,63347.5,29,0.0,11
B08TYWJHR7,1,51228.57,1,0.0,0
B09XKD3H6C,16,48678.01,14,0.0,2
B01N6448Q4,9,44923.75,9,0.0,0
B0BFBDT2D2,3,44364.42,3,0.0,1
B08CF614NK,9,41392.36,10,0.0,0
B083WMYP8H,2,41133.9,2,0.0,0
B09NQBDGT3,3,33096.6,2,0.0,0
B07QKWFTK1,2,28523.72,2,0.0,0
B09V12PT9H,11,27872.9,10,0.0,0
B07JJ62B1B,9,25063.14,10,0.0,2
B00KQEXK2A,3,23611.02,3,0.0,1
B07K89DNTZ,1,22294.92,1,0.0,0
B09LCL456X,14,22115.24,15,0.0,7
B07RM4B5LJ,2,22091.52,2,0.0,0
B07RL6VG3H,2,22091.52,2,0.0,0
B07JHMWKBF,65,21196.4,65,0.0,4
B0BF9MN8R2,4,21186.46,3,0.0,0
B07HDB12FM,2,21186.44,2,0.0,0
B09V14JDTF,7,17737.3,6,0.0,3
B07YX6MM9N,1,17634.75,2,0.0,0
B00MMKQOEM,1,17372.88,1,0.0,0
B00SKJGZLG,1,15169.5,1,0.0,0
B00EGHMOZC,1,15169.49,0,0.0,0
B07BBG8L4G,1,12533.9,1,0.0,0
B08FW1Q676,3,11835.36,3,0.0,1
B009X3PM08,1,10322.03,0,0.0,1
B09GTMFRGB,2,8896.61,2,0.0,0
B0BF9PCGM8,2,8813.56,2,0.0,1
B0002DUS8E,13,7116.98,12,0.0,0
B00JDJ89DE,5,7097.47,5,0.0,0
B07G4CCMYL,1,6852.54,1,0.0,0
B088NFWLZP,4,6344.8,5,0.0,0
B0030YD3IY,1,5994.07,1,0.0,0
B06Y1XXMYG,1,5938.98,2,0.0,0
B00S9Z05R6,1,5920.34,1,0.0,0
B00HVUSRY8,5,5444.9,5,0.0,0
B015R0IQGW,1,5423.73,1,0.0,0
B00S5WRW6U,1,5299.15,1,0.0,1
B09241VBTP,2,4389.84,2,0.0,2
B000EEJBDE,9,4118.61,9,0.0,0
B008TNAGQS,1,3861.02,1,0.0,0
B000EENF4U,8,3635.59,7,0.0,0
B01LHVBT5U,1,3323.73,1,0.0,0
B00T8L17N6,7,3203.41,7,0.0,0
B000EEL9G6,6,2745.75,5,0.0,0
B0002OOMW6,4,2474.56,4,0.0,1
B003B01QR2,5,2197.46,5,0.0,0
B06XF31654,4,1928.8,4,0.0,0
B0002E2OSU,1,1559.32,1,0.0,0
B003B0A740,1,1510.17,1,0.0,0
B003B01QSG,3,1372.89,4,0.0,0
B003B03XB4,2,1120.34,2,0.0,0
B0002GJ940,2,1113.56,2,0.0,0
B06XF43R53,2,964.4,2,0.0,0
B00JDJNZ6K,2,828.82,4,0.0,0
B06XDZTH2X,2,766.1,2,0.0,0
B000P5LVSK,1,754.24,0,0.0,0
B003B0A6ZK,1,707.62,1,0.0,0
B0002DUS16,1,683.9,1,0.0,0
B001NZB2D0,1,655.93,1,0.0,0
B003B063G6,1,597.46,1,0.0,1
B003AMV7SO,1,544.92,0,0.0,0
B06XF3735J,1,506.78,1,0.0,0
B00LM7ZV1I,1,505.08,1,0.0,0
B00JDJLOKE,1,414.41,1,0.0,0
B0002F4ZTK,0,0.0,0,0.0,0
B0002DUS8Y,0,0.0,0,0.0,0
B002IJK0H4,0,0.0,0,0.0,0
B000WIT8BM,0,0.0,0,0.0,0
B0064RVAUC,0,0.0,1,0.0,0
B003AP94WC,0,0.0,0,0.0,0
B07BCQ7P7Z,0,0.0,0,0.0,0
B07BCN6FFH,0,0.0,0,0.0,0
B06XF3VK6Y,0,0.0,1,0.0,0
B00X5TXLY0,0,0.0,1,0.0,0
B00J3YYSUW,0,0.0,0,0.0,0
B06Y1XD9H7,0,0.0,0,0.0,0
B07JFF2JYQ,0,0.0,0,0.0,0
B08D7SWGG5,0,0.0,0,0.0,0
B07S5DC3T3,0,0.0,0,0.0,1
B07XGZQ8SX,0,0.0,0,0.0,1
B08P4FCTG7,0,0.0,0,0.0,0
B08PJRGZ98,0,0.0,0,0.0,1
B0BMFQP2ZZ,0,0.0,5,0.0,0
B08V8HNVC8,-1,-3050.0,0,0.0,0
