asin,sku,quantity,item_price_per_unit,shipping_price,gift_wrap_price,shipment_date,fulfillment_center,amazon_order_id,currency,seller_account,gross_sales
B0BPLWW72Y,FBA76862,4,1405.94,0.0,0.0,2026-06-27T23:11:45+00:00,BLR8,406-1947816-3523549,INR,AUDIOARRAY,5623.76
B0DT6T6N6B,FBA79694,1,512.72,16.1,0.0,2026-06-27T18:06:46+00:00,BOM5,408-1299361-6979569,INR,AUDIOARRAY,512.72
B0D3M86SH1,FBA79355,1,4236.44,0.0,0.0,2026-06-27T17:57:45+00:00,DEL4,405-9564816-7001163,INR,AUDIOARRAY,4236.44
B0BPLWW72Y,FBA76862,1,1405.94,0.0,0.0,2026-06-27T16:34:45+00:00,PNQ3,404-1559924-9636300,INR,AUDIOARRAY,1405.94
B0CBCB82MT,FBA78960,1,0.0,0.0,0.0,2026-06-27T15:23:40+00:00,HYD3,404-2093373-9151529,INR,AUDIOARRAY,0.0
B0DFMKY4TT,FBA79448,1,3050.0,0.0,0.0,2026-06-27T14:30:42+00:00,BOM7,408-7158022-3787511,INR,AUDIOARRAY,3050.0
B0B4JRQP22,FBA75679,1,2117.8,0.0,0.0,2026-06-27T11:34:46+00:00,HYD8,408-4725127-5481145,INR,AUDIOARRAY,2117.8
B0CH4PMR8K,FBA79009,1,1314.43,33.9,0.0,2026-06-27T11:17:43+00:00,MAA4,408-5284838-4245136,INR,AUDIOARRAY,1314.43
B0CH4PMR8K,FBA79009,1,1314.43,33.9,0.0,2026-06-27T11:17:43+00:00,MAA4,408-5284838-4245136,INR,AUDIOARRAY,1314.43
B0CH4PMR8K,FBA79009,1,1314.43,33.9,0.0,2026-06-27T11:17:43+00:00,MAA4,408-5284838-4245136,INR,AUDIOARRAY,1314.43
B0CH4PMR8K,FBA79009,1,1314.43,33.9,0.0,2026-06-27T11:17:43+00:00,MAA4,408-5284838-4245136,INR,AUDIOARRAY,1314.43
B0B4DPX2J2,FBA75673,1,0.0,0.0,0.0,2026-06-27T09:01:34+00:00,BLR8,AAshop-4614/26-27,INR,AUDIOARRAY,0.0
B0FQBXS6Y2,FBA79839,1,0.0,0.0,0.0,2026-06-27T09:01:34+00:00,BLR8,AAshop-4614/26-27,INR,AUDIOARRAY,0.0
B0CM9HYVDM,FBA79109,1,0.0,0.0,0.0,2026-06-27T09:01:34+00:00,BLR8,AAshop-4614/26-27,INR,AUDIOARRAY,0.0
B0G53M9258,FBA79968,1,5507.62,33.9,0.0,2026-06-27T06:45:45+00:00,MAA4,403-3651193-7393146,INR,AUDIOARRAY,5507.62
B0CKHVHVQ1,FBA79005,1,4490.68,0.0,0.0,2026-06-27T05:34:44+00:00,DEL4,405-3750633-0977925,INR,AUDIOARRAY,4490.68
B0G53H49BS,FBA79961,1,2372.03,33.9,0.0,2026-06-27T05:13:44+00:00,BLR8,403-3378167-8423550,INR,AUDIOARRAY,2372.03
B0CM6NTWBP,FBA79103,1,2652.54,0.0,0.0,2026-06-27T03:58:45+00:00,BLR8,404-0269471-5261178,INR,AUDIOARRAY,2652.54
B0BPLWW72Y,FBA76862,1,0.0,0.0,0.0,2026-06-26T22:02:36+00:00,BLR8,AAshop-4612/26-27,INR,AUDIOARRAY,0.0
B0FFB6YJM1,FBA79708,1,1058.48,33.9,0.0,2026-06-26T21:57:44+00:00,MAA4,407-0813599-7180323,INR,AUDIOARRAY,1058.48
B0BPLZ5CGV,FBA76864,1,0.0,0.0,0.0,2026-06-26T21:30:36+00:00,DEL5,AAshop-4613/26-27,INR,AUDIOARRAY,0.0
B0CM6WH4ZT,FBA79105,1,0.0,0.0,0.0,2026-06-26T21:16:40+00:00,CCX1,404-4949836-6991538,INR,AUDIOARRAY,0.0
B0G3Q59X8C,FBA79958,1,0.0,0.0,0.0,2026-06-26T19:17:37+00:00,BOM5,AAshop-4606/26-27,INR,AUDIOARRAY,0.0
B0CF5SHL15,FBA78976,1,3219.5,0.0,0.0,2026-06-26T19:04:48+00:00,BLR7,404-6942310-6422749,INR,AUDIOARRAY,3219.5
B0BLKCWZQD,FBA76720,1,0.0,0.0,0.0,2026-06-26T17:56:43+00:00,BLR8,404-5290785-7701119,INR,AUDIOARRAY,0.0
B0G3B152FR,FBA79960,1,1609.32,33.9,0.0,2026-06-26T12:07:46+00:00,BLR7,404-9310033-9992300,INR,AUDIOARRAY,1609.32
B0BPLWW72Y,FBA76862,1,1405.93,0.0,0.0,2026-06-26T09:55:42+00:00,BOM5,406-1947816-3523549,INR,AUDIOARRAY,1405.93
B0BPLWW72Y,FBA76862,1,1405.93,0.0,0.0,2026-06-26T09:55:42+00:00,BOM5,406-1947816-3523549,INR,AUDIOARRAY,1405.93
B0FJ2J6MTF,FBA79822,1,0.0,0.0,0.0,2026-06-26T08:23:45+00:00,DEL4,405-0017146-3717142,INR,AUDIOARRAY,0.0
B0B4G1HPL5,FBA75692,1,0.0,0.0,0.0,2026-06-26T05:23:39+00:00,BLR8,AAshop-4610/26-27,INR,AUDIOARRAY,0.0
B0GXP97CZG,FBA80084,1,3219.49,33.9,0.0,2026-06-26T04:33:41+00:00,DEL4,405-9677236-5175535,INR,AUDIOARRAY,3219.49
B0GN2LHJY4,FBA80007,1,0.0,0.0,0.0,2026-06-26T03:48:37+00:00,BOM7,AAshop-4609/26-27,INR,AUDIOARRAY,0.0
B0B4DPX2J2,FBA75673,1,0.0,0.0,0.0,2026-06-26T03:48:37+00:00,BOM7,AAshop-4609/26-27,INR,AUDIOARRAY,0.0
B0CF5R3V95,FBA78973,1,3261.86,0.0,0.0,2026-06-25T23:28:48+00:00,HYD8,403-6320268-5538706,INR,AUDIOARRAY,3261.86
B0CF5R3V95,FBA78973,1,3261.86,0.0,0.0,2026-06-25T23:28:48+00:00,HYD8,403-6320268-5538706,INR,AUDIOARRAY,3261.86
B0B4KC7VBM,FBA75677,1,0.0,0.0,0.0,2026-06-25T21:33:34+00:00,CCX1,AAshop-4611/26-27,INR,AUDIOARRAY,0.0
B0G3B152FR,FBA79960,1,1609.32,0.0,0.0,2026-06-25T20:42:47+00:00,BLR7,404-9955498-2133952,INR,AUDIOARRAY,1609.32
B0DFMNGFTD,FBA79449,4,0.0,0.0,0.0,2026-06-25T20:01:33+00:00,HYD8,RONTEK SYSTEMS - Replacement,INR,AUDIOARRAY,0.0
B0G3B152FR,FBA79960,1,1609.32,33.9,0.0,2026-06-25T19:34:47+00:00,BLR7,406-8753081-7350761,INR,AUDIOARRAY,1609.32
B0BPLWW72Y,FBA76862,1,1405.93,0.0,0.0,2026-06-25T19:22:45+00:00,BOM7,171-6006712-7576346,INR,AUDIOARRAY,1405.93
B0BPLWW72Y,FBA76862,1,1405.93,0.0,0.0,2026-06-25T19:22:45+00:00,BOM7,171-6006712-7576346,INR,AUDIOARRAY,1405.93
B0BPLWW72Y,FBA76862,1,1405.93,0.0,0.0,2026-06-25T19:22:45+00:00,BOM7,171-6006712-7576346,INR,AUDIOARRAY,1405.93
B0BPLWW72Y,FBA76862,1,1405.93,0.0,0.0,2026-06-25T19:22:45+00:00,BOM7,171-6006712-7576346,INR,AUDIOARRAY,1405.93
B0BPLWW72Y,FBA76862,1,1405.93,0.0,0.0,2026-06-25T19:22:45+00:00,BOM7,171-6006712-7576346,INR,AUDIOARRAY,1405.93
B0BPLWW72Y,FBA76862,1,1405.93,0.0,0.0,2026-06-25T19:22:45+00:00,BOM7,171-6006712-7576346,INR,AUDIOARRAY,1405.93
B0B4G8PH2P,FBA75678,1,1821.18,0.0,0.0,2026-06-25T19:06:45+00:00,MAA4,402-9467616-1641140,INR,AUDIOARRAY,1821.18
B0CH4RNWJX,FBA79011,1,0.0,0.0,0.0,2026-06-25T18:00:35+00:00,DEL4,Pramesh darjee (299254),INR,AUDIOARRAY,0.0
B0DT6T6N6B,FBA79694,1,512.71,0.0,0.0,2026-06-25T17:51:40+00:00,BOM7,171-6683820-2887562,INR,AUDIOARRAY,512.71
