ASIN,Qty,Sale,ShippedUnits,ShippedRevenue,CustomerReturns
B07Y1C6GDS,57,192737.52,58,0.0,10
B07JHDKXK4,54,164700.0,49,0.0,11
B09Q2ZZGH2,46,139949.14,47,0.0,7
B06XCKGLTP,49,107551.08,48,0.0,22
B07JGQ9L5B,176,107250.77,174,0.0,23
B09JG62KDJ,28,70910.22,29,0.0,5
B0064RVAUC,3,68239.83,2,0.0,1
B084P1CXFD,5,55927.97,4,0.0,1
B08TYWJHR7,1,51228.57,1,0.0,0
B0BFBDT2D2,3,44364.42,3,0.0,0
B07YX6MM9N,2,35269.5,1,0.0,1
B07JJ62B1B,10,27846.28,10,0.0,5
B08CF614NK,6,27594.9,6,0.0,3
B0BF9PCGM8,6,26440.68,7,0.0,1
B09XKD3H6C,8,24338.98,8,0.0,2
B09NQBDGT3,2,22064.4,2,0.0,0
B07BCQ7P7Z,1,20644.07,1,0.0,0
B000RVX1Q2,1,20566.95,1,0.0,0
B07JHMWKBF,50,19014.79,49,0.0,1
B09LCL456X,12,18955.92,11,0.0,1
B06Y1XXMYG,3,17816.94,2,0.0,0
B00MMKQOEM,1,17372.88,1,0.0,0
B00EGHMOZC,1,15169.49,1,0.0,0
B00SKJGZLG,1,15169.49,1,0.0,0
B01N6448Q4,3,14974.57,3,0.0,2
B0BMFQP2ZZ,3,14127.11,2,0.0,3
B07G4CCMYL,2,13705.08,2,0.0,1
B09241VBTP,6,13169.52,7,0.0,1
B08PJRGZ98,1,12566.95,1,0.0,0
B07BBG8L4G,1,12533.9,2,0.0,0
B07BCN6FFH,1,10932.2,1,0.0,0
B00X5TXLY0,1,8941.53,0,0.0,0
B08FW1Q676,2,8301.68,2,0.0,4
B00KQEXK2A,1,7870.34,1,0.0,1
B07XGZQ8SX,1,7838.75,1,0.0,0
B09V14JDTF,3,7601.7,3,0.0,5
B0030Y6Z84,1,6898.31,1,0.0,0
B0002OOMW6,11,6805.04,11,0.0,0
B00S5WRW6U,1,5299.15,2,0.0,1
B07S5DC3T3,1,3991.52,1,0.0,0
B000EEJBDE,8,3661.0,8,0.0,0
B00075EKDG,1,3641.42,1,0.0,0
B00HVUSRY8,3,3266.94,4,0.0,0
B088NFWLZP,2,3172.4,1,0.0,0
B0002E2OSU,2,3118.64,2,0.0,0
B08V8HNVC8,1,3050.0,0,0.0,0
B00JDJ89DE,2,2838.99,2,0.0,0
B0002F4ZTK,1,2415.25,1,0.0,0
B0002DUS8E,4,2189.84,5,0.0,2
B000WIT8BM,3,1967.79,1,0.0,0
B06XF31654,4,1928.8,4,0.0,0
B003B01QSG,4,1830.5,3,0.0,0
B00JDJNZ6K,4,1657.64,2,0.0,0
B07JFF2JYQ,2,1642.37,2,0.0,0
B00IO1NHPM,1,1524.58,1,0.0,1
B00T8L17N6,3,1393.21,5,0.0,0
B000EEL9G6,3,1372.88,3,0.0,0
B00JDIE0AG,1,1205.94,1,0.0,0
B003B063G6,2,1194.92,2,0.0,0
B003B03XB4,2,1120.34,2,0.0,1
B000EENF4U,2,915.26,4,0.0,1
B003AP94WC,1,889.83,1,0.0,0
B002IJK0HY,2,776.28,3,0.0,0
B000P5LVSK,1,754.24,1,0.0,0
B0002DUS8Y,1,562.72,2,0.0,0
B000UJHE2S,1,556.78,1,0.0,0
B00LM7ZV1I,1,505.08,1,0.0,0
B07QKWFTK1,0,24.57,1,0.0,0
B002IJK0H4,0,0.0,0,0.0,0
B000XXO7B2,0,0.0,0,0.0,1
B001EM180O,0,0.0,0,0.0,1
B009X3PM08,0,0.0,0,0.0,1
B07BCN55VP,0,0.0,0,0.0,0
B015R0IQGW,0,0.0,0,0.0,2
B00BL70Y7U,0,0.0,0,0.0,0
B07HDB12FM,0,0.0,0,0.0,0
B08874YDB4,0,0.0,0,0.0,0
B07K89DNTZ,0,0.0,0,0.0,0
B07KYKTRKX,0,0.0,0,0.0,1
B089VXMQ48,0,0.0,0,0.0,1
B08P4FCTG7,0,0.0,0,0.0,0
B09GTMFRGB,0,0.0,0,0.0,1
B09V12PT9H,0,0.0,0,0.0,1
