date,asin,Spend,adGroupName,ams_orders,campaignId,14 Day Total Units (#),Impressions,raw_sku,adGroupId,14 Day Total Sales (₹),Clicks,campaignName,sku,model,brand,category_l0,category_l1,category_l2
2026-04-06,B0B4DPX2J2,800.5,Condenser Microphones,2,88800319740398,2,30357,B0B4DPX2J2,1530305156531,4574.58,91,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-07,B0B4DPX2J2,464.17,Condenser Microphones,1,88800319740398,1,13515,B0B4DPX2J2,1530305156531,2287.29,41,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-08,B0B4DPX2J2,963.59,Condenser Microphones,0,88800319740398,0,20794,B0B4DPX2J2,1530305156531,0.0,63,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-09,B0B4DPX2J2,193.66,Condenser Microphones,1,88800319740398,1,2375,B0B4DPX2J2,1530305156531,2333.05,10,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-10,B0B4DPX2J2,162.9,Condenser Microphones,1,88800319740398,1,7723,B0B4DPX2J2,1530305156531,2287.29,27,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-11,B0B4DPX2J2,931.33,Condenser Microphones,3,88800319740398,3,24085,B0B4DPX2J2,1530305156531,6861.85,73,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-12,B0B4DPX2J2,769.08,Condenser Microphones,1,88800319740398,1,22920,B0B4DPX2J2,1530305156531,0.0,98,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-13,B0B4DPX2J2,628.39,Condenser Microphones,2,88800319740398,2,34293,B0B4DPX2J2,1530305156531,4574.58,107,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-14,B0B4DPX2J2,130.92,Condenser Microphones,0,88800319740398,0,4962,B0B4DPX2J2,1530305156531,0.0,11,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-15,B0B4DPX2J2,416.76,Condenser Microphones,1,88800319740398,1,15536,B0B4DPX2J2,1530305156531,2287.29,69,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-16,B0B4DPX2J2,264.42,Condenser Microphones,0,88800319740398,0,6003,B0B4DPX2J2,1530305156531,0.0,30,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-17,B0B4DPX2J2,340.94,Condenser Microphones,1,88800319740398,1,9401,B0B4DPX2J2,1530305156531,2287.29,39,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-18,B0B4DPX2J2,255.99,Condenser Microphones,0,88800319740398,0,8320,B0B4DPX2J2,1530305156531,0.0,30,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-19,B0B4DPX2J2,300.63,Condenser Microphones,2,88800319740398,2,11324,B0B4DPX2J2,1530305156531,2287.29,45,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-20,B0B4DPX2J2,429.01,Condenser Microphones,1,88800319740398,1,9477,B0B4DPX2J2,1530305156531,2287.29,36,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
2026-04-21,B0B4DPX2J2,112.87,Condenser Microphones,0,88800319740398,0,4441,B0B4DPX2J2,1530305156531,0.0,15,Audio Array-Catch All-SD-CT,FBA75673,AM-C1,Audio Array,Microphone Condenser,USB Microphone Kit - Boomarm,
