ASIN,Qty,Sale,ShippedUnits,ShippedRevenue,CustomerReturns
B0BMFQP2ZZ,46,214016.84,45,0.0,4
B09Q2ZZGH2,50,152027.09,43,0.0,8
B06XCKGLTP,66,144864.72,69,0.0,10
B07Y1C6GDS,41,138432.36,44,0.0,13
B07JHDKXK4,39,118825.54,47,0.0,8
B07JGQ9L5B,181,110406.35,182,0.0,33
B09JG62KDJ,33,83303.42,30,0.0,8
B084P1CXFD,8,81355.94,8,0.0,1
B07RL6VG3H,6,52647.47,7,0.0,3
B001EM180O,2,47354.24,2,0.0,0
B07FYQP9ML,2,39010.16,2,0.0,1
B09XKD3H6C,12,36508.47,13,0.0,3
B01N6448Q4,7,34791.52,8,0.0,1
B00MMKQOEM,2,34405.08,2,0.0,0
B07JJ62B1B,12,30671.19,11,0.0,5
B0030YGHDM,5,28470.35,4,0.0,0
B081S9BCHF,1,23683.05,1,0.0,0
B07K89DNTZ,1,22294.92,2,0.0,0
B000RVX1Q2,1,20702.54,1,0.0,0
B08CF614NK,4,17037.28,4,0.0,0
B09BQQTLC8,21,16728.86,18,0.0,2
B07JHMWKBF,53,15068.82,59,0.0,2
B0BFBDT2D2,1,14621.19,0,0.0,0
B000CD3QY2,1,14041.53,1,0.0,0
B07QKWFTK1,1,13999.15,1,0.0,0
B07LFTTWGR,1,13328.66,1,0.0,0
B0030YD3IY,2,12066.1,2,0.0,0
B08FW1Q676,3,11801.83,4,0.0,2
B09241VBTP,5,10974.6,6,0.0,0
B00S5WRW6U,2,10911.87,2,0.0,0
B09NQBDGT3,1,10593.22,1,0.0,0
B07HDB12FM,1,10507.63,1,0.0,0
B001D7UYBO,1,9576.27,1,0.0,0
B0BF9PCGM8,2,9388.13,2,0.0,0
B09GTMFRGB,2,8894.92,2,0.0,0
B00S2Z95RO,1,8881.36,1,0.0,0
B07RM4B5LJ,1,8727.97,2,0.0,1
B00HVUSRY8,8,8711.84,8,0.0,0
B017LUP20O,1,8110.17,1,0.0,0
B00KQEXK2A,1,7939.83,1,0.0,0
B09LCL456X,5,7903.39,5,0.0,3
B07VXNW64L,1,7633.9,0,0.0,0
B08D7SWGG5,1,7610.0,2,0.0,0
B07G4CCMYL,1,6897.46,1,0.0,2
B088NFWLZP,4,6739.0,3,0.0,4
B0924G6DJX,3,6584.76,3,0.0,0
B015R0IQGW,1,5931.36,1,0.0,0
B07KYKTRKX,1,5774.58,1,0.0,0
B06Y1XD9H7,1,5538.98,1,0.0,1
B0BF9MN8R2,1,5116.1,1,0.0,0
B09V14JDTF,2,5066.11,2,0.0,0
B08M9SK8JT,1,5062.71,1,0.0,0
B0002DUS8E,9,4927.14,8,0.0,0
B0002OOMW6,9,4873.75,8,0.0,0
B00075EKDG,1,3373.51,1,0.0,0
B00JDJ89DE,2,3159.32,2,0.0,0
B000EEJBDE,6,2842.35,6,0.0,0
B000WA8KYG,1,2642.76,1,0.0,0
B09V12PT9H,1,2533.05,0,0.0,2
B000EENF4U,6,2486.45,8,0.0,0
B00T8L17N6,5,2453.4,4,0.0,0
B000EEL9G6,5,2311.01,5,0.0,0
B003B03XB4,3,1675.41,2,0.0,0
B00JDJBDC8,1,1633.9,1,0.0,0
B003B063G6,2,1252.54,2,0.0,0
B00B5LEAFE,2,1116.94,2,0.0,0
B06XF31654,2,1032.2,1,0.0,0
B09WD1WDL1,1,888.98,0,0.0,0
B003B01KV4,1,863.56,0,0.0,0
B00JDJNZ6K,2,828.82,2,0.0,1
B003AMV7SO,1,560.17,1,0.0,0
B003B0CEVY,1,503.39,1,0.0,0
B06XF43R53,1,482.2,1,0.0,0
B00ZWJ39Q6,0,0.0,0,0.0,0
B00HF9X2SQ,0,0.0,0,0.0,0
B0064RVAUC,0,0.0,0,0.0,1
B009X3PM08,0,0.0,0,0.0,1
B00186L65S,0,0.0,0,0.0,0
B00SKJGZLG,0,0.0,0,0.0,0
B018BPG6U8,0,0.0,1,0.0,0
B00LM7ZV1I,0,0.0,0,0.0,0
B083JJZVW7,0,0.0,1,0.0,0
B083WMYP8H,0,0.0,0,0.0,0
B07BCN6FFH,0,0.0,0,0.0,0
B07BCN55VP,0,0.0,0,0.0,0
B08874YDB4,0,0.0,0,0.0,1
B07JDHM2TV,-1,-372.03,0,0.0,0
B002IJK0H4,-1,-554.24,0,0.0,0
B06XC9MBVP,-1,-7592.37,0,0.0,0
