ASIN,Qty,Sale,ShippedUnits,ShippedRevenue,CustomerReturns
B07Y1C6GDS,65,219788.4,69,0.0,6
B0BMFQP2ZZ,43,200059.22,42,0.0,3
B09Q2ZZGH2,40,121950.03,46,0.0,2
B09JG62KDJ,38,94880.5,44,0.0,2
B07JHDKXK4,25,76230.56,22,0.0,6
B07JGQ9L5B,125,76144.23,133,0.0,17
B08CF614NK,16,70528.8,14,0.0,2
B084P1CXFD,6,61016.95,6,0.0,0
B06XCKGLTP,18,39508.56,13,0.0,8
B09XKD3H6C,12,36508.46,10,0.0,0
B01N6448Q4,7,34940.7,8,0.0,0
B00MMKQOEM,2,34403.39,2,0.0,0
B0749GV5L3,1,28011.02,1,0.0,0
B07JJ62B1B,10,26244.08,10,0.0,3
B0064RVAUC,1,22711.86,1,0.0,0
B07K89DNTZ,1,22294.92,0,0.0,0
B0B4MYWWKG,1,19796.61,1,0.0,0
B07JHMWKBF,57,16270.83,55,0.0,3
B00SKJGZLG,1,15659.32,1,0.0,0
B00EGHMOZC,1,15169.49,1,0.0,0
B0BFBDT2D2,1,14621.19,0,0.0,0
B09BQQTLC8,15,11949.17,17,0.0,3
B09NQBDGT3,1,11039.83,1,0.0,1
B0924G6DJX,5,10974.6,6,0.0,0
B07RL6VG3H,1,10895.76,3,0.0,0
B09V12PT9H,4,10135.6,5,0.0,2
B000UXIEPU,1,8813.56,1,0.0,0
B07SD439CV,1,8529.66,1,0.0,0
B08874YDB4,1,8473.73,0,0.0,0
B088NFWLZP,4,8226.28,6,0.0,2
B017LUP20O,1,8110.17,1,0.0,0
B08FW1Q676,2,7999.28,3,0.0,1
B00KQEXK2A,1,7870.34,1,0.0,0
B09V14JDTF,3,7599.16,2,0.0,1
B00JDJ89DE,4,6318.64,3,0.0,0
B00HF9X2SQ,2,5793.23,1,0.0,0
B00HVUSRY8,5,5444.9,5,0.0,0
B0BF9MN8R2,1,5116.1,1,0.0,0
B0002DUS8E,9,4927.14,10,0.0,1
B000EEJBDE,10,4837.28,9,0.0,0
B09LCL456X,3,4736.43,8,0.0,3
B09GTMFRGB,1,4447.46,1,0.0,1
B09241VBTP,2,4389.84,1,0.0,0
B06Y1XD9H7,1,3769.49,1,0.0,0
B0002OOMW6,6,3493.2,8,0.0,0
B00JDJNZ6K,8,3315.22,9,0.0,0
B000EENF4U,6,2696.59,6,0.0,0
B00JDIE0AG,2,2556.72,2,0.0,0
B003AP94WC,2,2050.84,0,0.0,0
B06XF43R53,4,1806.78,4,0.0,0
B003B063G6,3,1792.38,3,0.0,0
B06XDZTH2X,3,1258.47,3,0.0,0
B0002E3L00,1,1152.54,0,0.0,0
B002IJK0H4,2,1108.48,1,0.0,0
B003B01QSG,2,1054.24,2,0.0,0
B00T8L17N6,2,1054.24,3,0.0,0
B000UJHE2S,1,579.66,1,0.0,0
B06XF31654,1,527.12,1,0.0,0
B06XF3VK6Y,1,527.12,1,0.0,1
B000EEL9G6,1,465.26,1,0.0,0
B0002GJ940,0,0.0,1,0.0,0
B0002E4Y2E,0,0.0,1,0.0,0
B0002E2OSU,0,0.0,1,0.0,0
B00S5WRW6U,0,0.0,0,0.0,1
B00IO1NHPM,0,0.0,0,0.0,0
B0030YD3IY,0,0.0,1,0.0,0
B009X3PM08,0,0.0,0,0.0,0
B07BCN6FFH,0,0.0,0,0.0,0
B00ZWJ39Q6,0,0.0,0,0.0,0
B015R0IQGW,0,0.0,0,0.0,0
B00JDJBDC8,0,0.0,2,0.0,0
B07N29RF9W,0,0.0,1,0.0,0
B08D7SWGG5,0,0.0,0,0.0,1
B07G4CCMYL,0,0.0,5,0.0,0
B07HDB12FM,0,0.0,0,0.0,0
B07BCQ7P7Z,0,0.0,2,0.0,0
B07BBG8L4G,0,0.0,1,0.0,0
B07BCN55VP,0,0.0,1,0.0,0
B07FYQP9ML,0,0.0,0,0.0,0
B07QKWFTK1,0,0.0,2,0.0,0
B07KYKTRKX,0,0.0,1,0.0,0
B08TYGP1CJ,0,0.0,0,0.0,0
B07RM4B5LJ,0,0.0,1,0.0,0
B0BF9PCGM8,0,0.0,0,0.0,1
B00186L65S,-1,-2448.31,0,0.0,1
B018BPG6U8,-1,-2742.37,0,0.0,0
B07CX617K6,-1,-55974.58,0,0.0,0
